ID,Year,Gear,Width,Removed,Status,Stay,nHooks
LT15-159,2015,J,5.1,B,1,13,1
LT15-160,2015,J,4,B,1,13,1
LT15-161,2015,J,4.6,ME,1,15,1
LT15-162,2015,J,4.9,B,1,29,1
LT15-164,2015,J,6.5,LE,1,12,1
LT15-165,2015,J,6.5,B,1,7,1
LT15-166,2015,Treble,NA,UE,1,20,1
LT15-167,2015,Circle,4.4,UE,1,26,1
LT15-169,2015,J,3.7,B,1,10,1
LT15-170,2015,J,5.2,ME,1,10,1
LT15-172,2015,J,6.1,ME,1,9,1
LT15-173,2015,J,2.5,B,1,11,1
LT15-174,2015,J,4.3,ME,1,7,1
LT15-176,2015,J,6.2,ME,1,21,1
LT15-177,2015,Kahle,4,UE,1,6,1
LT15-180,2015,J,4.2,UE,1,16,1
LT15-182,2015,Circle,3.7,B,1,51,1
LT15-187,2015,Circle,3,B,1,12,1
LT15-188,2015,J,4.5,ME,1,17,1
LT15-189,2015,J,1.7,B,1,9,1
LT15-190,2015,Kahle,2.9,F,1,16,1
LT15-191,2015,J,2.5,NaN,1,9,1
LT15-193,2015,Circle,4.7,ME,1,50,1
LT15-194,2015,Circle,4.6,ME,1,8,1
LT15-197,2015,J,4,B,1,42,1
LT15-198,2015,J,6,ME,1,12,1
LT15-199,2015,J,6,ME,1,11,1
LT15-200,2015,J,6.6,UE,1,26,2
LT15-200,2015,Circle,4,P,1,26,2
LT15-202,2015,Circle,3.4,B,1,9,1
LT15-209,2015,J,4.8,ME,1,12,1
LT15-210,2015,Circle,4,UE,1,8,1
LT15-212,2015,J,5,LE,1,11,1
LT15-214,2015,J,3.3,UE,1,10,1
