lake,date,month,year,depth,temp,pH,do_mgl,cond,do_sat
Otsego Lake,1/29/1988,1,1988,0.1,0.39,7.88,12.7,0.3,
Otsego Lake,1/29/1988,1,1988,2,1.43,7.88,12.2,0.297,
Otsego Lake,1/29/1988,1,1988,4,1.47,7.89,12.2,0.301,
Otsego Lake,1/29/1988,1,1988,6,1.49,7.89,12.1,0.301,
Otsego Lake,1/29/1988,1,1988,8,1.59,7.86,11.7,0.302,
Otsego Lake,1/29/1988,1,1988,10,1.61,7.86,11.8,0.308,
Otsego Lake,1/29/1988,1,1988,12,1.66,7.85,11.7,0.309,
Otsego Lake,1/29/1988,1,1988,14,1.75,7.86,11.8,0.309,
Otsego Lake,1/29/1988,1,1988,16,1.79,7.84,11.5,0.308,
Otsego Lake,1/29/1988,1,1988,18,1.86,7.82,11.3,0.309,
Otsego Lake,1/29/1988,1,1988,20,1.94,7.82,11.3,0.311,
Otsego Lake,1/29/1988,1,1988,25,2.16,7.8,10.9,0.308,
Otsego Lake,1/29/1988,1,1988,30,2.38,7.79,10.7,0.302,
Otsego Lake,1/29/1988,1,1988,35,2.43,7.79,10.6,0.307,
Otsego Lake,1/29/1988,1,1988,40,2.44,7.77,10.5,0.308,
Otsego Lake,1/29/1988,1,1988,42,2.41,7.77,10.6,0.307,
Otsego Lake,1/29/1988,1,1988,44,2.52,7.76,10.4,0.31,
Otsego Lake,1/29/1988,1,1988,46,2.65,7.71,9.8,0.308,
Otsego Lake,1/29/1988,1,1988,48,2.84,7.56,8.4,0.32,
Otsego Lake,2/5/1988,2,1988,0.1,0.32,7.12,12.2,0.273,
Otsego Lake,2/5/1988,2,1988,2,1.68,7.27,11.6,0.289,
Otsego Lake,2/5/1988,2,1988,4,1.82,7.33,11.2,0.291,
Otsego Lake,2/5/1988,2,1988,6,1.8,7.4,11.3,0.294,
Otsego Lake,2/5/1988,2,1988,8,1.78,7.47,11.6,0.298,
Otsego Lake,2/5/1988,2,1988,10,1.79,7.51,11.7,0.296,
Otsego Lake,2/5/1988,2,1988,12,1.8,7.55,11.6,0.299,
Otsego Lake,2/5/1988,2,1988,14,1.91,7.54,11.3,0.294,
Otsego Lake,2/5/1988,2,1988,16,1.97,7.54,10.9,0.296,
Otsego Lake,2/5/1988,2,1988,18,1.99,7.55,11,0.299,
Otsego Lake,2/5/1988,2,1988,20,2.15,7.55,10.7,0.293,
Otsego Lake,2/5/1988,2,1988,25,2.29,7.56,10.4,0.292,
Otsego Lake,2/5/1988,2,1988,30,2.39,7.58,10.4,0.289,
Otsego Lake,2/5/1988,2,1988,35,2.31,7.61,10.5,0.296,
Otsego Lake,2/5/1988,2,1988,40,2.28,7.62,10.5,0.298,
Otsego Lake,2/5/1988,2,1988,42,2.34,7.61,10.4,0.298,
Otsego Lake,2/18/1988,2,1988,0.1,0.88,8.01,13.5,0.271,
Otsego Lake,2/18/1988,2,1988,2,2.17,7.88,11.6,0.288,
Otsego Lake,2/18/1988,2,1988,4,2.31,7.89,11.6,0.29,
Otsego Lake,2/18/1988,2,1988,6,2.34,7.88,11.5,0.291,
Otsego Lake,2/18/1988,2,1988,8,2.35,7.86,11.3,0.292,
Otsego Lake,2/18/1988,2,1988,10,2.37,7.84,11,0.293,
Otsego Lake,2/18/1988,2,1988,12,2.34,7.83,11,0.296,
Otsego Lake,2/18/1988,2,1988,14,2.3,7.84,11.2,0.298,
Otsego Lake,2/18/1988,2,1988,16,2.28,7.83,11.1,0.299,
Otsego Lake,2/18/1988,2,1988,18,2.31,7.82,10.9,0.299,
Otsego Lake,2/18/1988,2,1988,20,2.45,7.8,10.6,0.296,
Otsego Lake,2/18/1988,2,1988,25,2.5,7.78,10.5,0.296,
Otsego Lake,2/18/1988,2,1988,30,2.62,7.78,10.3,0.295,
Otsego Lake,2/18/1988,2,1988,35,2.49,7.76,10.4,0.297,
Otsego Lake,2/18/1988,2,1988,40,2.68,7.7,9.7,0.295,
Otsego Lake,2/18/1988,2,1988,42,2.61,7.69,9.8,0.305,
Otsego Lake,2/18/1988,2,1988,44,2.66,7.67,9.6,0.299,
Otsego Lake,2/18/1988,2,1988,46,2.7,7.62,9.2,0.304,
Otsego Lake,2/18/1988,2,1988,48,2.66,7.56,9,0.324,
Otsego Lake,2/26/1988,2,1988,0.1,1.99,7.41,12.2,0.289,
Otsego Lake,2/26/1988,2,1988,2,2.39,7.59,11.4,0.288,
Otsego Lake,2/26/1988,2,1988,4,2.36,7.67,11.3,0.29,
Otsego Lake,2/26/1988,2,1988,6,2.35,7.69,11.3,0.29,
Otsego Lake,2/26/1988,2,1988,8,2.34,7.72,11.4,0.291,
Otsego Lake,2/26/1988,2,1988,10,2.23,7.7,11.2,0.293,
Otsego Lake,2/26/1988,2,1988,12,2.23,7.73,11.4,0.293,
Otsego Lake,2/26/1988,2,1988,14,2.21,7.73,11.4,0.295,
Otsego Lake,2/26/1988,2,1988,16,2.31,7.69,10.7,0.294,
Otsego Lake,2/26/1988,2,1988,18,2.39,7.67,10.6,0.294,
Otsego Lake,2/26/1988,2,1988,20,2.43,7.66,10.4,0.29,
Otsego Lake,2/26/1988,2,1988,25,2.51,7.66,10.4,0.293,
Otsego Lake,2/26/1988,2,1988,30,2.49,7.65,10.3,0.296,
Otsego Lake,2/26/1988,2,1988,35,2.44,7.65,10.3,0.3,
Otsego Lake,2/26/1988,2,1988,40,2.6,7.61,9.9,0.299,
Otsego Lake,2/26/1988,2,1988,42,2.59,7.57,9.5,0.299,
Otsego Lake,2/26/1988,2,1988,44,2.75,7.5,8.7,0.3,
Otsego Lake,2/26/1988,2,1988,46,2.72,7.46,8.7,0.308,
Otsego Lake,2/26/1988,2,1988,48,2.91,7.35,6.8,0.32,
Otsego Lake,3/3/1988,3,1988,0.1,0,7.92,14.7,0.236,
Otsego Lake,3/3/1988,3,1988,2,0.84,7.93,12.4,0.268,
Otsego Lake,3/3/1988,3,1988,4,1.65,7.93,11.8,0.281,
Otsego Lake,3/3/1988,3,1988,6,1.8,7.94,11.7,0.287,
Otsego Lake,3/3/1988,3,1988,8,1.83,7.94,11.7,0.289,
Otsego Lake,3/3/1988,3,1988,10,1.93,7.94,11.7,0.288,
Otsego Lake,3/3/1988,3,1988,12,2,7.95,11.5,0.286,
Otsego Lake,3/3/1988,3,1988,14,2.09,7.87,10.9,0.287,
Otsego Lake,3/3/1988,3,1988,16,2.15,7.84,10.5,0.287,
Otsego Lake,3/3/1988,3,1988,18,2.18,7.82,10.4,0.286,
Otsego Lake,3/3/1988,3,1988,20,2.21,7.81,10.4,0.288,
Otsego Lake,3/3/1988,3,1988,25,2.3,7.78,10.1,0.29,
Otsego Lake,3/3/1988,3,1988,30,2.46,7.76,9.9,0.285,
Otsego Lake,3/3/1988,3,1988,35,2.65,7.7,9.8,0.286,
Otsego Lake,3/3/1988,3,1988,40,2.8,7.65,9.9,0.292,
Otsego Lake,3/3/1988,3,1988,42,2.95,7.62,9.7,0.296,
Otsego Lake,3/3/1988,3,1988,44,2.99,7.57,9.7,0.3,
Otsego Lake,3/3/1988,3,1988,46,3.05,7.52,8.7,0.309,
Otsego Lake,3/3/1988,3,1988,48,3.12,7.42,6.3,0.32,
Otsego Lake,3/11/1988,3,1988,0.1,1.88,7.61,11.4,0.282,
Otsego Lake,3/11/1988,3,1988,2,2.57,7.7,11.3,0.287,
Otsego Lake,3/11/1988,3,1988,4,2.54,7.73,11.2,0.287,
Otsego Lake,3/11/1988,3,1988,6,2.53,7.75,11.2,0.287,
Otsego Lake,3/11/1988,3,1988,8,2.51,7.77,11.3,0.289,
Otsego Lake,3/11/1988,3,1988,10,2.49,7.78,11.3,0.289,
Otsego Lake,3/11/1988,3,1988,12,2.47,7.79,11.3,0.289,
Otsego Lake,3/11/1988,3,1988,14,2.46,7.78,11.2,0.29,
Otsego Lake,3/11/1988,3,1988,16,2.43,7.73,10.7,0.293,
Otsego Lake,3/11/1988,3,1988,18,2.47,7.72,10.5,0.292,
Otsego Lake,3/11/1988,3,1988,20,2.45,7.76,11,0.293,
Otsego Lake,3/11/1988,3,1988,25,2.46,7.76,10.9,0.294,
Otsego Lake,3/11/1988,3,1988,30,2.6,7.71,10.2,0.292,
Otsego Lake,3/11/1988,3,1988,35,2.59,7.7,10.2,0.294,
Otsego Lake,3/11/1988,3,1988,40,2.61,7.64,9.7,0.297,
Otsego Lake,3/11/1988,3,1988,42,2.68,7.6,9.3,0.299,
Otsego Lake,3/11/1988,3,1988,44,2.68,7.56,9.1,0.298,
Otsego Lake,3/11/1988,3,1988,46,2.73,7.51,8.6,0.304,
Otsego Lake,3/11/1988,3,1988,48,2.96,7.37,6,0.314,
Otsego Lake,3/18/1988,3,1988,0.1,0,7.82,12.7,0.267,
Otsego Lake,3/18/1988,3,1988,2,1.75,7.86,12.3,0.287,
Otsego Lake,3/18/1988,3,1988,4,1.53,7.87,12.5,0.296,
Otsego Lake,3/18/1988,3,1988,6,2.18,7.87,11.9,0.291,
Otsego Lake,3/18/1988,3,1988,8,2.21,7.86,11.8,0.291,
Otsego Lake,3/18/1988,3,1988,10,2.25,7.86,11.7,0.291,
Otsego Lake,3/18/1988,3,1988,12,2.25,7.86,11.7,0.29,
Otsego Lake,3/18/1988,3,1988,14,2.27,7.84,11.4,0.293,
Otsego Lake,3/18/1988,3,1988,16,2.29,7.77,10.8,0.293,
Otsego Lake,3/18/1988,3,1988,18,2.34,7.75,10.7,0.292,
Otsego Lake,3/18/1988,3,1988,20,2.36,7.75,10.7,0.291,
Otsego Lake,3/18/1988,3,1988,25,2.39,7.74,10.7,0.294,
Otsego Lake,3/18/1988,3,1988,30,2.48,7.71,10.4,0.294,
Otsego Lake,3/18/1988,3,1988,35,2.49,7.7,10.3,0.295,
Otsego Lake,3/18/1988,3,1988,40,2.5,7.68,10.2,0.302,
Otsego Lake,3/18/1988,3,1988,42,2.54,7.62,9.8,0.302,
Otsego Lake,3/18/1988,3,1988,44,2.6,7.73,11.1,0.309,
Otsego Lake,3/18/1988,3,1988,46,2.62,7.56,9,0.313,
Otsego Lake,3/18/1988,3,1988,48,2.9,7.35,5.1,0.317,
Otsego Lake,3/25/1988,3,1988,0.1,1.9,7.63,12.1,0.261,
Otsego Lake,3/25/1988,3,1988,2,2.68,7.6,11.4,0.277,
Otsego Lake,3/25/1988,3,1988,4,2.62,7.61,11.2,0.283,
Otsego Lake,3/25/1988,3,1988,6,2.61,7.63,11.2,0.284,
Otsego Lake,3/25/1988,3,1988,8,2.57,7.64,11.2,0.285,
Otsego Lake,3/25/1988,3,1988,10,2.56,7.65,11.2,0.284,
Otsego Lake,3/25/1988,3,1988,12,2.52,7.66,11.2,0.286,
Otsego Lake,3/25/1988,3,1988,14,2.52,7.65,11.1,0.286,
Otsego Lake,3/25/1988,3,1988,16,2.5,7.65,11.1,0.286,
Otsego Lake,3/25/1988,3,1988,18,2.49,7.65,11.1,0.287,
Otsego Lake,3/25/1988,3,1988,20,2.46,7.64,11,0.289,
Otsego Lake,3/25/1988,3,1988,25,2.47,7.62,10.8,0.291,
Otsego Lake,3/25/1988,3,1988,30,2.55,7.58,10.3,0.292,
Otsego Lake,3/25/1988,3,1988,35,2.62,7.58,10.5,0.292,
Otsego Lake,3/25/1988,3,1988,40,2.6,7.58,10.2,0.298,
Otsego Lake,3/25/1988,3,1988,42,2.62,7.53,9.8,0.297,
Otsego Lake,3/25/1988,3,1988,44,2.65,7.5,9.4,0.296,
Otsego Lake,3/25/1988,3,1988,46,2.7,7.47,9.3,0.301,
Otsego Lake,3/25/1988,3,1988,48,2.92,7.24,5.8,0.311,
Otsego Lake,4/5/1988,4,1988,0.1,3.06,7.82,11.2,0.283,
Otsego Lake,4/5/1988,4,1988,2,3.01,7.81,11.2,0.283,
Otsego Lake,4/5/1988,4,1988,4,2.98,7.82,11.2,0.284,
Otsego Lake,4/5/1988,4,1988,6,2.97,7.82,11.2,0.285,
Otsego Lake,4/5/1988,4,1988,8,2.98,7.82,11.2,0.287,
Otsego Lake,4/5/1988,4,1988,10,2.97,7.83,11.2,0.285,
Otsego Lake,4/5/1988,4,1988,12,2.98,7.83,11.2,0.286,
Otsego Lake,4/5/1988,4,1988,14,2.91,7.84,11.2,0.287,
Otsego Lake,4/5/1988,4,1988,16,2.88,7.84,11.2,0.288,
Otsego Lake,4/5/1988,4,1988,18,2.93,7.82,11.1,0.288,
Otsego Lake,4/5/1988,4,1988,20,2.97,7.83,11.1,0.288,
Otsego Lake,4/5/1988,4,1988,25,3,7.83,11.1,0.287,
Otsego Lake,4/5/1988,4,1988,30,2.78,7.73,10.4,0.294,
Otsego Lake,4/5/1988,4,1988,35,3.07,7.78,10.8,0.29,
Otsego Lake,4/5/1988,4,1988,40,2.65,7.66,9.6,0.3,
Otsego Lake,4/5/1988,4,1988,42,2.69,7.62,9.3,0.298,
Otsego Lake,4/5/1988,4,1988,44,2.95,7.66,9.6,0.296,
Otsego Lake,4/5/1988,4,1988,46,2.79,7.56,8.4,0.301,
Otsego Lake,4/15/1988,4,1988,0.1,4.01,7.79,11.1,0.271,
Otsego Lake,4/15/1988,4,1988,2,3.98,7.78,11,0.274,
Otsego Lake,4/15/1988,4,1988,4,3.96,7.78,10.9,0.275,
Otsego Lake,4/15/1988,4,1988,6,3.96,7.79,10.9,0.275,
Otsego Lake,4/15/1988,4,1988,8,3.95,7.79,11,0.277,
Otsego Lake,4/15/1988,4,1988,10,3.94,7.79,11,0.277,
Otsego Lake,4/15/1988,4,1988,12,3.91,7.79,10.9,0.278,
Otsego Lake,4/15/1988,4,1988,14,3.9,7.79,10.9,0.278,
Otsego Lake,4/15/1988,4,1988,16,3.9,7.79,10.9,0.277,
Otsego Lake,4/15/1988,4,1988,18,3.88,7.8,10.9,0.277,
Otsego Lake,4/15/1988,4,1988,20,3.87,7.8,10.9,0.279,
Otsego Lake,4/15/1988,4,1988,25,3.9,7.81,10.9,0.277,
Otsego Lake,4/15/1988,4,1988,30,3.85,7.81,10.9,0.279,
Otsego Lake,4/15/1988,4,1988,35,3.82,7.81,10.9,0.276,
Otsego Lake,4/15/1988,4,1988,40,3.84,7.82,10.9,0.275,
Otsego Lake,4/15/1988,4,1988,42,3.84,7.82,10.9,0.276,
Otsego Lake,4/15/1988,4,1988,44,3.83,7.82,10.9,0.275,
Otsego Lake,4/21/1988,4,1988,0.1,4.48,7.83,11.4,0.272,
Otsego Lake,4/21/1988,4,1988,2,4.46,7.82,11.3,0.276,
Otsego Lake,4/21/1988,4,1988,4,4.44,7.82,11.3,0.277,
Otsego Lake,4/21/1988,4,1988,6,4.43,7.83,11.3,0.279,
Otsego Lake,4/21/1988,4,1988,8,4.43,7.83,11.2,0.281,
Otsego Lake,4/21/1988,4,1988,10,4.43,7.84,11.2,0.281,
Otsego Lake,4/21/1988,4,1988,12,4.43,7.84,11.2,0.281,
Otsego Lake,4/21/1988,4,1988,14,4.43,7.84,11.2,0.282,
Otsego Lake,4/21/1988,4,1988,16,4.43,7.84,11.3,0.283,
Otsego Lake,4/21/1988,4,1988,18,4.42,7.84,11.2,0.281,
Otsego Lake,4/21/1988,4,1988,20,4.43,7.85,11.3,0.281,
Otsego Lake,4/21/1988,4,1988,25,4.36,7.84,11.2,0.281,
Otsego Lake,4/21/1988,4,1988,30,4.36,7.84,11.2,0.278,
Otsego Lake,4/21/1988,4,1988,35,4.33,7.85,11.2,0.279,
Otsego Lake,4/21/1988,4,1988,40,4.34,7.86,11.2,0.281,
Otsego Lake,4/21/1988,4,1988,42,4.32,7.85,11.2,0.278,
Otsego Lake,4/21/1988,4,1988,44,4.22,7.83,11.1,0.278,
Otsego Lake,4/21/1988,4,1988,46,4.2,7.83,11.1,0.278,
Otsego Lake,4/29/1988,4,1988,0.1,5.03,7.88,11.1,0.271,
Otsego Lake,4/29/1988,4,1988,2,5,7.87,11.1,0.274,
Otsego Lake,4/29/1988,4,1988,4,4.96,7.87,11.1,0.276,
Otsego Lake,4/29/1988,4,1988,6,4.9,7.86,11.1,0.276,
Otsego Lake,4/29/1988,4,1988,8,4.77,7.85,11.1,0.278,
Otsego Lake,4/29/1988,4,1988,10,4.76,7.85,11.1,0.278,
Otsego Lake,4/29/1988,4,1988,12,4.66,7.85,11,0.279,
Otsego Lake,4/29/1988,4,1988,14,4.68,7.85,11.1,0.278,
Otsego Lake,4/29/1988,4,1988,16,4.66,7.85,11,0.28,
Otsego Lake,4/29/1988,4,1988,18,4.61,7.84,11,0.278,
Otsego Lake,4/29/1988,4,1988,20,4.57,7.84,11,0.278,
Otsego Lake,4/29/1988,4,1988,25,4.54,7.84,11,0.278,
Otsego Lake,4/29/1988,4,1988,30,4.54,7.84,11,0.279,
Otsego Lake,4/29/1988,4,1988,35,4.5,7.83,10.9,0.28,
Otsego Lake,4/29/1988,4,1988,40,4.49,7.84,11,0.275,
Otsego Lake,4/29/1988,4,1988,42,4.49,7.84,11,0.275,
Otsego Lake,5/5/1988,5,1988,0.1,8.87,7.82,11.1,0.292,
Otsego Lake,5/5/1988,5,1988,2,8.2,7.86,11.1,0.295,
Otsego Lake,5/5/1988,5,1988,4,6.55,7.88,11.3,0.296,
Otsego Lake,5/5/1988,5,1988,6,6.07,7.89,11.3,0.297,
Otsego Lake,5/5/1988,5,1988,8,5.75,7.88,11.3,0.298,
Otsego Lake,5/5/1988,5,1988,10,5.54,7.88,11.2,0.298,
Otsego Lake,5/5/1988,5,1988,12,5.47,7.87,11.2,0.299,
Otsego Lake,5/5/1988,5,1988,14,5.31,7.87,11.2,0.298,
Otsego Lake,5/5/1988,5,1988,16,5.15,7.87,11.1,0.297,
Otsego Lake,5/5/1988,5,1988,18,5.02,7.85,11.1,0.298,
Otsego Lake,5/5/1988,5,1988,20,4.99,7.85,11,0.297,
Otsego Lake,5/5/1988,5,1988,25,4.83,7.84,11,0.296,
Otsego Lake,5/5/1988,5,1988,30,4.63,7.83,10.9,0.298,
Otsego Lake,5/5/1988,5,1988,35,4.49,7.83,10.9,0.294,
Otsego Lake,5/5/1988,5,1988,40,4.46,7.83,10.9,0.294,
Otsego Lake,5/5/1988,5,1988,42,4.45,7.83,10.9,0.298,
Otsego Lake,5/5/1988,5,1988,44,4.43,7.82,10.8,0.293,
Otsego Lake,5/5/1988,5,1988,46,4.4,7.79,10.6,0.299,
Otsego Lake,5/5/1988,5,1988,48,4.39,7.76,10.3,0.295,
Otsego Lake,5/19/1988,5,1988,0.1,9.86,8.05,10.7,0.294,
Otsego Lake,5/19/1988,5,1988,2,9.78,8.03,10.7,0.296,
Otsego Lake,5/19/1988,5,1988,4,9.73,8.02,10.7,0.298,
Otsego Lake,5/19/1988,5,1988,6,9.6,8.01,10.7,0.299,
Otsego Lake,5/19/1988,5,1988,8,9.21,8.01,10.8,0.3,
Otsego Lake,5/19/1988,5,1988,10,8.58,7.98,10.8,0.302,
Otsego Lake,5/19/1988,5,1988,12,7.73,7.94,10.8,0.3,
Otsego Lake,5/19/1988,5,1988,14,6.96,7.92,10.8,0.302,
Otsego Lake,5/19/1988,5,1988,16,6.73,7.91,10.8,0.302,
Otsego Lake,5/19/1988,5,1988,18,6.5,7.9,10.8,0.302,
Otsego Lake,5/19/1988,5,1988,20,6.35,7.89,10.8,0.304,
Otsego Lake,5/19/1988,5,1988,25,6.21,7.88,10.7,0.299,
Otsego Lake,5/19/1988,5,1988,30,5.94,7.87,10.7,0.299,
Otsego Lake,5/19/1988,5,1988,35,5.46,7.83,10.5,0.302,
Otsego Lake,5/19/1988,5,1988,40,5.24,7.83,10.5,0.301,
Otsego Lake,5/19/1988,5,1988,42,5.11,7.82,10.5,0.3,
Otsego Lake,5/19/1988,5,1988,44,4.96,7.8,10.4,0.299,
Otsego Lake,5/19/1988,5,1988,46,4.8,7.77,10.3,0.299,
Otsego Lake,5/19/1988,5,1988,48,4.7,7.76,10.1,0.298,
Otsego Lake,5/25/1988,5,1988,0.1,13.02,7.94,10.3,0.279,
Otsego Lake,5/25/1988,5,1988,2,13.03,7.96,10.2,0.281,
Otsego Lake,5/25/1988,5,1988,4,12.08,7.97,10.3,0.282,
Otsego Lake,5/25/1988,5,1988,6,11.77,7.98,10.4,0.282,
Otsego Lake,5/25/1988,5,1988,8,9.34,7.95,11,0.283,
Otsego Lake,5/25/1988,5,1988,10,8.36,7.9,10.8,0.283,
Otsego Lake,5/25/1988,5,1988,12,7.76,7.87,10.8,0.283,
Otsego Lake,5/25/1988,5,1988,14,7.34,7.84,10.7,0.284,
Otsego Lake,5/25/1988,5,1988,16,7.12,7.83,10.7,0.284,
Otsego Lake,5/25/1988,5,1988,18,6.81,7.82,10.6,0.284,
Otsego Lake,5/25/1988,5,1988,20,6.59,7.79,10.5,0.284,
Otsego Lake,5/25/1988,5,1988,25,5.94,7.75,10.4,0.28,
Otsego Lake,5/25/1988,5,1988,30,5.72,7.74,10.4,0.28,
Otsego Lake,5/25/1988,5,1988,35,5.48,7.73,10.3,0.283,
Otsego Lake,5/25/1988,5,1988,40,5.03,7.7,10.2,0.282,
Otsego Lake,5/25/1988,5,1988,42,4.93,7.68,10,0.283,
Otsego Lake,5/25/1988,5,1988,44,4.82,7.65,9.8,0.282,
Otsego Lake,6/2/1988,6,1988,0.1,16.12,8.04,9.7,0.29,
Otsego Lake,6/2/1988,6,1988,2,15.93,8.04,9.6,0.293,
Otsego Lake,6/2/1988,6,1988,4,15.53,8.04,9.7,0.294,
Otsego Lake,6/2/1988,6,1988,6,12.45,8.02,10.9,0.293,
Otsego Lake,6/2/1988,6,1988,8,11.05,7.99,11,0.291,
Otsego Lake,6/2/1988,6,1988,10,9.96,7.93,10.8,0.293,
Otsego Lake,6/2/1988,6,1988,12,8.76,7.87,10.8,0.293,
Otsego Lake,6/2/1988,6,1988,14,7.65,7.8,10.7,0.293,
Otsego Lake,6/2/1988,6,1988,16,7.1,7.77,10.7,0.293,
Otsego Lake,6/2/1988,6,1988,18,6.88,7.75,10.6,0.293,
Otsego Lake,6/2/1988,6,1988,20,6.74,7.73,10.6,0.293,
Otsego Lake,6/2/1988,6,1988,25,6.19,7.7,10.5,0.289,
Otsego Lake,6/2/1988,6,1988,30,5.85,7.67,10.4,0.292,
Otsego Lake,6/2/1988,6,1988,35,5.58,7.66,10.4,0.29,
Otsego Lake,6/2/1988,6,1988,40,5.3,7.62,10.2,0.29,
Otsego Lake,6/2/1988,6,1988,42,5.2,7.59,10.1,0.292,
Otsego Lake,6/2/1988,6,1988,44,5.08,7.57,9.9,0.292,
Otsego Lake,6/2/1988,6,1988,46,5.02,7.55,9.7,0.293,
Otsego Lake,6/2/1988,6,1988,48,4.98,7.55,9.7,0.293,
Otsego Lake,6/8/1988,6,1988,0.1,15.79,8.05,9.3,0.292,
Otsego Lake,6/8/1988,6,1988,2,15.45,8.04,9.3,0.296,
Otsego Lake,6/8/1988,6,1988,4,15.31,8.03,9.3,0.297,
Otsego Lake,6/8/1988,6,1988,6,14.43,8.02,9.5,0.298,
Otsego Lake,6/8/1988,6,1988,8,12.99,7.99,9.8,0.299,
Otsego Lake,6/8/1988,6,1988,10,10.2,7.89,10.4,0.3,
Otsego Lake,6/8/1988,6,1988,12,9.31,7.91,10.8,0.298,
Otsego Lake,6/8/1988,6,1988,14,8.74,7.89,10.8,0.299,
Otsego Lake,6/8/1988,6,1988,16,8.02,7.83,10.7,0.298,
Otsego Lake,6/8/1988,6,1988,18,7.5,7.78,10.5,0.298,
Otsego Lake,6/8/1988,6,1988,20,7.08,7.76,10.5,0.298,
Otsego Lake,6/8/1988,6,1988,25,6.45,7.71,10.3,0.298,
Otsego Lake,6/8/1988,6,1988,30,6.15,7.71,10.4,0.298,
Otsego Lake,6/8/1988,6,1988,35,5.58,7.66,10.1,0.295,
Otsego Lake,6/8/1988,6,1988,40,5.14,7.61,9.8,0.297,
Otsego Lake,6/8/1988,6,1988,42,5.06,7.59,9.7,0.299,
Otsego Lake,6/8/1988,6,1988,44,5.02,7.58,9.6,0.294,
Otsego Lake,6/8/1988,6,1988,46,4.96,7.56,9.4,0.296,
Otsego Lake,6/14/1988,6,1988,0.1,17.84,8.11,9.1,0.284,
Otsego Lake,6/14/1988,6,1988,2,16.56,8.12,9.2,0.286,
Otsego Lake,6/14/1988,6,1988,4,16.26,8.12,9.2,0.288,
Otsego Lake,6/14/1988,6,1988,6,15.94,8.12,9.2,0.289,
Otsego Lake,6/14/1988,6,1988,8,14.07,8.11,9.5,0.29,
Otsego Lake,6/14/1988,6,1988,10,11.38,8.02,10,0.29,
Otsego Lake,6/14/1988,6,1988,12,10.23,8.02,10.5,0.29,
Otsego Lake,6/14/1988,6,1988,14,8.96,8.02,10.8,0.289,
Otsego Lake,6/14/1988,6,1988,16,8.07,7.94,10.5,0.289,
Otsego Lake,6/14/1988,6,1988,18,7.7,7.91,10.4,0.289,
Otsego Lake,6/14/1988,6,1988,20,7.28,7.89,10.4,0.288,
Otsego Lake,6/14/1988,6,1988,25,6.48,7.84,10.3,0.29,
Otsego Lake,6/14/1988,6,1988,30,6.01,7.83,10.3,0.286,
Otsego Lake,6/14/1988,6,1988,35,5.5,7.78,10.1,0.288,
Otsego Lake,6/14/1988,6,1988,40,5.15,7.74,9.7,0.289,
Otsego Lake,6/14/1988,6,1988,42,5.1,7.73,9.7,0.285,
Otsego Lake,6/14/1988,6,1988,44,5.03,7.72,9.5,0.287,
Otsego Lake,6/14/1988,6,1988,46,4.98,7.7,9.4,0.284,
Otsego Lake,6/14/1988,6,1988,48,4.92,7.68,9.3,0.287,
Otsego Lake,6/22/1988,6,1988,0.1,20.28,8.08,8.9,0.285,
Otsego Lake,6/22/1988,6,1988,2,20.3,8.08,8.9,0.287,
Otsego Lake,6/22/1988,6,1988,4,20.29,8.07,8.9,0.287,
Otsego Lake,6/22/1988,6,1988,6,19.98,8.07,8.9,0.288,
Otsego Lake,6/22/1988,6,1988,8,14.42,8.04,10.7,0.298,
Otsego Lake,6/22/1988,6,1988,10,10.85,7.92,10.9,0.293,
Otsego Lake,6/22/1988,6,1988,12,9.7,7.9,10.9,0.292,
Otsego Lake,6/22/1988,6,1988,14,9.01,7.87,10.9,0.29,
Otsego Lake,6/22/1988,6,1988,20,7.48,7.71,10.5,0.292,
Otsego Lake,6/22/1988,6,1988,25,6.78,7.67,10.4,0.292,
Otsego Lake,6/22/1988,6,1988,30,6.4,7.65,10.3,0.291,
Otsego Lake,6/22/1988,6,1988,35,5.94,7.63,10.2,0.287,
Otsego Lake,6/22/1988,6,1988,40,5.51,7.56,9.9,0.287,
Otsego Lake,6/22/1988,6,1988,42,5.36,7.5,9.6,0.287,
Otsego Lake,6/22/1988,6,1988,44,5.25,7.47,9.2,0.287,
Otsego Lake,6/22/1988,6,1988,46,5.19,7.46,8.9,0.288,
Otsego Lake,6/22/1988,6,1988,48,4.92,7.68,9.3,0.287,
Otsego Lake,6/29/1988,6,1988,0.1,18.39,8.08,9.1,0.284,
Otsego Lake,6/29/1988,6,1988,2,18.41,8.08,9,0.287,
Otsego Lake,6/29/1988,6,1988,4,18.4,8.07,8.9,0.289,
Otsego Lake,6/29/1988,6,1988,6,18.39,8.06,8.9,0.289,
Otsego Lake,6/29/1988,6,1988,8,15.61,7.97,10,0.291,
Otsego Lake,6/29/1988,6,1988,10,13.4,7.83,10.1,0.291,
Otsego Lake,6/29/1988,6,1988,12,13,7.86,10.1,0.29,
Otsego Lake,6/29/1988,6,1988,14,11.21,7.83,10.3,0.289,
Otsego Lake,6/29/1988,6,1988,16,8.85,7.73,10.4,0.289,
Otsego Lake,6/29/1988,6,1988,18,7.71,7.65,10.2,0.289,
Otsego Lake,6/29/1988,6,1988,20,7.2,7.62,10.1,0.29,
Otsego Lake,6/29/1988,6,1988,25,6.45,7.58,10.2,0.288,
