lake,date,month,year,depth,temp,pH,do_mgl,cond,do_sat
Otsego Lake,8/2/2012,8,2012,48,5.53,7.46,7.06,0.324,56.1
Otsego Lake,8/16/2012,8,2012,0.1,23.91,8.36,8.65,0.278,102.6
Otsego Lake,8/16/2012,8,2012,2,23.89,8.36,8.64,0.278,102.4
Otsego Lake,8/16/2012,8,2012,4,23.88,8.36,8.63,0.278,102.2
Otsego Lake,8/16/2012,8,2012,6,23.87,8.36,8.61,0.278,102.1
Otsego Lake,8/16/2012,8,2012,8,23.85,8.36,8.58,0.278,101.7
Otsego Lake,8/16/2012,8,2012,10,15.89,8.3,11.05,0.299,111.7
Otsego Lake,8/16/2012,8,2012,12,11.09,8.27,11.42,0.301,103.9
Otsego Lake,8/16/2012,8,2012,14,9.34,8.15,11.63,0.301,101.4
Otsego Lake,8/16/2012,8,2012,16,8.47,8.12,11.52,0.302,98.5
Otsego Lake,8/16/2012,8,2012,18,7.89,8.11,11.05,0.32,93.2
Otsego Lake,8/16/2012,8,2012,20,7.42,8.05,10.56,0.304,88
Otsego Lake,8/16/2012,8,2012,25,6.81,8.02,10.32,0.304,84.7
Otsego Lake,8/16/2012,8,2012,30,6.48,8.01,10.23,0.304,83.3
Otsego Lake,8/16/2012,8,2012,35,6.13,7.99,10.01,0.305,80.8
Otsego Lake,8/16/2012,8,2012,40,5.77,7.91,9.22,0.308,73.7
Otsego Lake,8/16/2012,8,2012,42,5.68,7.87,8.69,0.308,69.3
Otsego Lake,8/16/2012,8,2012,44,5.66,7.8,8.17,0.309,65.3
Otsego Lake,8/16/2012,8,2012,46,5.58,7.73,7.71,0.31,61.4
Otsego Lake,8/16/2012,8,2012,48,5.3,7.68,7.06,0.312,55.6
Otsego Lake,9/5/2012,9,2012,0.1,22.52,8.21,8.71,0.283,100.5
Otsego Lake,9/5/2012,9,2012,2,22.51,8.22,8.7,0.283,100.4
Otsego Lake,9/5/2012,9,2012,4,22.5,8.3,8.67,0.283,100.2
Otsego Lake,9/5/2012,9,2012,6,22.5,8.28,8.65,0.283,99.9
Otsego Lake,9/5/2012,9,2012,8,22.48,8.3,8.62,0.283,99.5
Otsego Lake,9/5/2012,9,2012,10,16.46,8.18,9.94,0.313,101.6
Otsego Lake,9/5/2012,9,2012,12,10.74,8.11,11.16,0.317,100.6
Otsego Lake,9/5/2012,9,2012,14,9.41,8.18,11.11,0.317,97.2
Otsego Lake,9/5/2012,9,2012,16,8.52,8.11,10.65,0.319,91.4
Otsego Lake,9/5/2012,9,2012,18,7.91,7.99,9.92,0.32,84
Otsego Lake,9/5/2012,9,2012,20,7.52,7.95,9.63,0.321,80.5
Otsego Lake,9/5/2012,9,2012,25,6.87,7.93,9.6,0.32,78.9
Otsego Lake,9/5/2012,9,2012,30,6.48,7.93,9.6,0.321,78.1
Otsego Lake,9/5/2012,9,2012,35,6.09,7.92,9.55,0.321,77
Otsego Lake,9/5/2012,9,2012,40,5.76,7.84,8.24,0.325,66.5
Otsego Lake,9/5/2012,9,2012,42,5.66,7.8,7.76,0.326,61.9
Otsego Lake,9/5/2012,9,2012,44,5.59,7.74,6.25,0.328,49.7
Otsego Lake,9/5/2012,9,2012,46,5.57,7.69,6,0.329,47.7
Otsego Lake,9/5/2012,9,2012,48,5.54,7.68,5.74,0.331,45.7
Otsego Lake,9/19/2012,9,2012,0.1,19.75,7.99,8.77,0.281,96.1
Otsego Lake,9/19/2012,9,2012,2,19.79,8.05,8.75,0.281,96
Otsego Lake,9/19/2012,9,2012,4,19.79,8.12,8.73,0.281,95.7
Otsego Lake,9/19/2012,9,2012,6,19.76,8.16,8.71,0.282,95.4
Otsego Lake,9/19/2012,9,2012,8,19.71,8.19,8.69,0.282,95.1
Otsego Lake,9/19/2012,9,2012,10,19.49,8.19,8.64,0.283,94.2
Otsego Lake,9/19/2012,9,2012,12,12.07,8.09,9.93,0.318,92.9
Otsego Lake,9/19/2012,9,2012,14,10.37,8.06,9.97,0.32,89
Otsego Lake,9/19/2012,9,2012,16,9.46,8.06,10.14,0.319,88.6
Otsego Lake,9/19/2012,9,2012,18,8.86,7.96,9.24,0.321,79.8
Otsego Lake,9/19/2012,9,2012,20,8.18,7.91,9,0.322,76.4
Otsego Lake,9/19/2012,9,2012,25,7.1,7.9,9.16,0.321,75.7
Otsego Lake,9/19/2012,9,2012,30,6.73,7.9,9.15,0.322,75
Otsego Lake,9/19/2012,9,2012,35,6.18,7.85,8.68,0.324,70.2
Otsego Lake,9/19/2012,9,2012,40,5.77,7.78,7.42,0.327,59.5
Otsego Lake,9/19/2012,9,2012,42,5.68,7.72,6.9,0.328,55.4
Otsego Lake,9/19/2012,9,2012,44,5.63,7.69,6.23,0.328,49.7
Otsego Lake,9/19/2012,9,2012,46,5.58,7.63,5.63,0.33,44.8
Otsego Lake,9/19/2012,9,2012,48,5.57,7.6,5.02,0.331,40.3
Otsego Lake,10/5/2012,10,2012,0.1,16.58,8,9.24,0.269,94.8
Otsego Lake,10/5/2012,10,2012,2,16.58,8.1,9.23,0.269,94.8
Otsego Lake,10/5/2012,10,2012,4,16.58,8.25,9.22,0.269,94.6
Otsego Lake,10/5/2012,10,2012,6,16.85,8.29,9.21,0.269,94.5
Otsego Lake,10/5/2012,10,2012,8,16.58,8.31,9.19,0.269,94.4
Otsego Lake,10/5/2012,10,2012,10,16.57,8.31,9.17,0.269,94.1
Otsego Lake,10/5/2012,10,2012,12,14.92,8.07,8.92,0.284,88.1
Otsego Lake,10/5/2012,10,2012,14,10.66,7.93,9.21,0.304,87.5
Otsego Lake,10/5/2012,10,2012,16,9.4,7.88,9.06,0.303,79.9
Otsego Lake,10/5/2012,10,2012,18,8.64,7.9,8.83,0.306,76
Otsego Lake,10/5/2012,10,2012,20,7.94,7.88,8.79,0.306,74.1
Otsego Lake,10/5/2012,10,2012,25,7.15,7.89,8.8,0.306,72.7
Otsego Lake,10/5/2012,10,2012,30,6.59,7.87,8.74,0.306,71.3
Otsego Lake,10/5/2012,10,2012,35,6.29,7.86,8.55,0.307,68.8
Otsego Lake,10/5/2012,10,2012,40,5.92,7.76,7.24,0.31,57.9
Otsego Lake,10/5/2012,10,2012,42,5.77,7.72,6.63,0.311,52.3
Otsego Lake,10/5/2012,10,2012,44,5.7,7.68,6.12,0.311,48.6
Otsego Lake,10/5/2012,10,2012,46,5.67,7.66,5.22,0.313,41.5
Otsego Lake,10/5/2012,10,2012,48,5.65,7.68,4.96,0.317,39.8
Otsego Lake,10/19/2012,10,2012,0.1,13.66,8.32,,0.273,95.4
Otsego Lake,10/19/2012,10,2012,4,13.26,8.35,9.9,0.274,94
Otsego Lake,10/19/2012,10,2012,6,13.23,8.37,,0.274,93.6
Otsego Lake,10/19/2012,10,2012,8,13.18,8.36,9.84,0.274,93.1
Otsego Lake,10/19/2012,10,2012,10,13.13,8.35,9.8,0.275,92.4
Otsego Lake,10/19/2012,10,2012,12,13.12,8.32,9.77,0.276,91.8
Otsego Lake,10/19/2012,10,2012,14,13.11,8.28,9.7,0.276,90.9
Otsego Lake,10/19/2012,10,2012,16,10.27,7.94,9.64,0.3,75.9
Otsego Lake,10/19/2012,10,2012,18,8.55,7.9,9.55,0.307,71.8
Otsego Lake,10/19/2012,10,2012,20,8.17,7.94,8.5,0.307,72.4
Otsego Lake,10/19/2012,10,2012,25,7.66,7.92,8.39,0.307,73.5
Otsego Lake,10/19/2012,10,2012,30,6.85,7.91,8.54,0.307,71.5
Otsego Lake,10/19/2012,10,2012,35,6.23,7.85,8.77,0.309,65.7
Otsego Lake,10/19/2012,10,2012,40,5.89,7.75,8.7,0.312,53.1
Otsego Lake,10/19/2012,10,2012,42,5.82,7.72,8.12,0.313,49.5
Otsego Lake,10/19/2012,10,2012,44,5.74,7.69,6.63,0.314,44.3
Otsego Lake,10/19/2012,10,2012,46,5.64,7.64,6.19,0.316,31.9
Otsego Lake,10/19/2012,10,2012,48,5.63,7.76,5.55,0.316,32.9
Otsego Lake,11/1/2012,11,2012,0.1,11.68,8.22,4.01,0.295,90
Otsego Lake,11/1/2012,11,2012,2,11.7,8.23,4.13,0.295,89.9
Otsego Lake,11/1/2012,11,2012,4,11.71,8.23,9.71,0.295,89.5
Otsego Lake,11/1/2012,11,2012,6,11.71,8.22,9.69,0.295,89.3
Otsego Lake,11/1/2012,11,2012,8,11.71,8.2,9.66,0.295,89.1
Otsego Lake,11/1/2012,11,2012,10,11.71,8.22,9.63,0.295,88.9
Otsego Lake,11/1/2012,11,2012,12,11.7,8.22,9.6,0.295,88.6
Otsego Lake,11/1/2012,11,2012,14,11.71,8.21,9.57,0.295,88.3
Otsego Lake,11/1/2012,11,2012,16,11.69,8.2,9.5,0.295,87.6
Otsego Lake,11/1/2012,11,2012,18,11.47,8.13,9.34,0.297,85.7
Otsego Lake,11/1/2012,11,2012,20,9.67,7.87,8.54,0.312,75.2
Otsego Lake,11/1/2012,11,2012,25,7.6,7.81,8.27,0.322,69.2
Otsego Lake,11/1/2012,11,2012,30,6.95,7.75,8.22,0.323,67.6
Otsego Lake,11/1/2012,11,2012,35,6.35,7.7,7.93,0.324,64.3
Otsego Lake,11/1/2012,11,2012,40,5.93,7.62,6.45,0.327,51.8
Otsego Lake,11/1/2012,11,2012,42,5.89,7.59,6.14,0.327,49.3
Otsego Lake,11/1/2012,11,2012,44,5.79,7.58,5.19,0.329,41.4
Otsego Lake,11/1/2012,11,2012,46,5.72,7.59,4.42,0.33,35.3
Otsego Lake,11/1/2012,11,2012,48,5.72,7.68,4.51,0.331,36.2
Otsego Lake,11/15/2012,11,2012,0.1,9.23,7.78,10.39,0.299,90.4
Otsego Lake,11/15/2012,11,2012,2,9.22,7.8,10.37,0.299,90.2
Otsego Lake,11/15/2012,11,2012,4,9.22,7.86,10.33,0.299,90
Otsego Lake,11/15/2012,11,2012,6,9.22,7.92,10.3,0.299,89.7
Otsego Lake,11/15/2012,11,2012,8,9.21,7.97,10.27,0.299,89.5
Otsego Lake,11/15/2012,11,2012,10,9.21,7.99,10.26,0.299,89.3
Otsego Lake,11/15/2012,11,2012,12,9.21,8,10.24,0.299,89.1
Otsego Lake,11/15/2012,11,2012,14,9.21,8.02,10.2,0.299,88.8
Otsego Lake,11/15/2012,11,2012,16,9.21,8.03,10.17,0.299,88.5
Otsego Lake,11/15/2012,11,2012,18,9.21,8.04,10.15,0.299,88.3
Otsego Lake,11/15/2012,11,2012,20,9.19,8.05,10.11,0.299,87.9
Otsego Lake,11/15/2012,11,2012,25,8.11,7.96,9.37,0.314,79.4
Otsego Lake,11/15/2012,11,2012,30,7.21,7.89,8.45,0.322,70.2
Otsego Lake,11/15/2012,11,2012,35,6.74,7.85,8.2,0.323,67.2
Otsego Lake,11/15/2012,11,2012,40,6.34,7.8,7.88,0.325,64.1
Otsego Lake,11/15/2012,11,2012,42,6.12,7.77,7.21,0.326,58.2
Otsego Lake,11/15/2012,11,2012,44,5.95,7.72,6.74,0.327,54.1
Otsego Lake,11/15/2012,11,2012,46,5.8,7.67,5.17,0.33,41.4
Otsego Lake,11/15/2012,11,2012,48,5.75,7.61,4.51,0.331,36.8
Otsego Lake,11/30/2012,11,2012,0.1,7.11,8.01,10.69,0.301,88.4
Otsego Lake,11/30/2012,11,2012,2,7.12,8.01,10.67,0.301,88.3
Otsego Lake,11/30/2012,11,2012,4,7.14,8.01,10.63,0.301,87.9
Otsego Lake,11/30/2012,11,2012,6,7.13,8.01,10.62,0.301,87.9
Otsego Lake,11/30/2012,11,2012,8,7.15,8.01,10.58,0.301,87.6
Otsego Lake,11/30/2012,11,2012,10,7.15,8,10.56,0.301,87.4
Otsego Lake,11/30/2012,11,2012,12,7.15,8.02,10.52,0.301,87.1
Otsego Lake,11/30/2012,11,2012,14,7.15,8.02,10.49,0.301,86.8
Otsego Lake,11/30/2012,11,2012,16,7.15,8.02,10.46,0.301,86.6
Otsego Lake,11/30/2012,11,2012,18,7.15,8.01,10.44,0.301,86.4
Otsego Lake,11/30/2012,11,2012,20,7.15,8.01,10.4,0.301,86.1
Otsego Lake,11/30/2012,11,2012,25,7.15,8,10.33,0.301,85.5
Otsego Lake,11/30/2012,11,2012,30,7.14,7.96,10.2,0.301,84.4
Otsego Lake,11/30/2012,11,2012,35,6.7,7.77,8.73,0.31,71.2
Otsego Lake,11/30/2012,11,2012,40,6.16,7.66,6.15,0.32,49.4
Otsego Lake,11/30/2012,11,2012,42,5.86,7.63,4.45,0.326,35.6
Otsego Lake,11/30/2012,11,2012,44,5.8,7.64,3.94,0.327,31.5
Otsego Lake,11/30/2012,11,2012,46,5.78,7.67,3.8,0.327,30.4
Otsego Lake,11/30/2012,11,2012,48,5.78,7.79,3.83,0.328,30.7
Otsego Lake,12/11/2012,12,2012,0.1,6.42,8.02,10.7,0.302,86.9
Otsego Lake,12/11/2012,12,2012,2,6.43,8.03,10.67,0.302,86.8
Otsego Lake,12/11/2012,12,2012,4,6.44,8.03,10.63,0.302,86.4
Otsego Lake,12/11/2012,12,2012,6,6.45,8.03,10.61,0.302,86.2
Otsego Lake,12/11/2012,12,2012,8,6.45,8.04,10.57,0.302,86
Otsego Lake,12/11/2012,12,2012,10,6.45,8.03,10.55,0.302,85.8
Otsego Lake,12/11/2012,12,2012,12,6.45,8.04,10.53,0.302,85.6
Otsego Lake,12/11/2012,12,2012,14,6.45,8.04,10.47,0.302,85.1
Otsego Lake,12/11/2012,12,2012,16,6.45,8.05,10.46,0.302,85
Otsego Lake,12/11/2012,12,2012,18,6.45,8.05,10.43,0.302,84.8
Otsego Lake,12/11/2012,12,2012,20,6.45,8.05,10.42,0.302,84.7
Otsego Lake,12/11/2012,12,2012,25,6.45,8.05,10.34,0.302,84.1
Otsego Lake,12/11/2012,12,2012,30,6.45,8.04,10.25,0.302,83.3
Otsego Lake,12/11/2012,12,2012,35,6.45,8.01,10.01,0.303,81.3
Otsego Lake,12/11/2012,12,2012,40,6.3,7.88,7.88,0.312,63.8
Otsego Lake,12/11/2012,12,2012,42,6.2,7.88,7.11,0.315,57.4
Otsego Lake,12/11/2012,12,2012,44,6.17,7.88,6.57,0.317,53
Otsego Lake,12/11/2012,12,2012,46,6.15,7.91,6.37,0.318,51.3
Otsego Lake,12/11/2012,12,2012,48,6.13,7.98,6.27,0.318,50.6
Otsego Lake,2/5/2013,2,2013,0.1,1.27,8.14,13.46,0.275,95.4
Otsego Lake,2/5/2013,2,2013,2,2.06,8.09,13.17,0.31,95.5
Otsego Lake,2/5/2013,2,2013,4,2.07,8.09,13.09,0.31,94.9
Otsego Lake,2/5/2013,2,2013,6,2.16,8.08,12.92,0.309,93.9
Otsego Lake,2/5/2013,2,2013,8,2.22,8.07,12.84,0.309,93.4
Otsego Lake,2/5/2013,2,2013,10,2.28,8.07,12.75,0.307,92.9
Otsego Lake,2/5/2013,2,2013,12,2.33,8.07,12.72,0.307,92.8
Otsego Lake,2/5/2013,2,2013,14,2.32,8.07,12.85,0.31,93.7
Otsego Lake,2/5/2013,2,2013,16,2.44,8.06,12.58,0.307,92.1
Otsego Lake,2/5/2013,2,2013,18,2.46,8.06,12.5,0.307,92
Otsego Lake,2/5/2013,2,2013,20,2.5,8.04,12.49,0.307,91.6
Otsego Lake,2/5/2013,2,2013,25,2.61,8.03,12.37,0.307,91
Otsego Lake,2/5/2013,2,2013,30,2.7,8.02,12.25,0.308,90.3
Otsego Lake,2/5/2013,2,2013,35,2.84,7.99,12.07,0.307,89.3
Otsego Lake,2/5/2013,2,2013,40,2.76,7.96,11.91,0.313,88
Otsego Lake,2/5/2013,2,2013,42,2.54,7.94,11.76,0.322,86.6
Otsego Lake,2/5/2013,2,2013,44,2.39,7.94,12.22,0.33,89.3
Otsego Lake,2/5/2013,2,2013,46,2.54,7.99,11.66,0.333,85.6
Otsego Lake,2/26/2013,2,2013,0.1,1.65,7.75,13.3,0.317,95
Otsego Lake,2/26/2013,2,2013,2,2.48,7.76,12.8,0.31,93.8
Otsego Lake,2/26/2013,2,2013,4,2.48,7.74,12.76,0.31,93.6
Otsego Lake,2/26/2013,2,2013,6,2.48,7.73,12.75,0.309,93.4
Otsego Lake,2/26/2013,2,2013,8,2.48,7.71,12.73,0.31,93.3
Otsego Lake,2/26/2013,2,2013,10,2.48,7.71,12.68,0.31,93
Otsego Lake,2/26/2013,2,2013,12,2.48,7.69,12.64,0.31,92.7
Otsego Lake,2/26/2013,2,2013,14,2.48,7.68,12.56,0.31,92
Otsego Lake,2/26/2013,2,2013,16,2.5,7.66,12.42,0.31,91.1
Otsego Lake,2/26/2013,2,2013,18,2.53,7.67,12.34,0.309,90.6
Otsego Lake,2/26/2013,2,2013,20,2.53,7.66,12.29,0.311,90.3
Otsego Lake,2/26/2013,2,2013,25,2.53,7.67,12.22,0.313,89.7
Otsego Lake,2/26/2013,2,2013,30,2.71,7.7,11.98,0.312,88.4
Otsego Lake,2/26/2013,2,2013,35,2.65,7.67,11.89,0.316,87.5
Otsego Lake,2/26/2013,2,2013,40,2.6,7.68,11.9,0.322,87.5
Otsego Lake,2/26/2013,2,2013,42,2.6,7.69,11.84,0.324,87.1
Otsego Lake,2/26/2013,2,2013,44,2.6,7.74,11.51,0.328,84.7
Otsego Lake,2/26/2013,2,2013,46,2.63,7.79,11.61,0.34,85.4
Otsego Lake,2/26/2013,2,2013,48,2.79,7.89,10.54,0.35,78
Otsego Lake,3/14/2013,3,2013,0.1,1.56,7.71,14.1,0.271,99.9
Otsego Lake,3/14/2013,3,2013,2,2.59,7.64,12.71,0.305,93.4
Otsego Lake,3/14/2013,3,2013,4,2.59,7.64,12.68,0.305,93.2
Otsego Lake,3/14/2013,3,2013,6,2.58,7.63,12.65,0.305,93
Otsego Lake,3/14/2013,3,2013,8,2.58,7.62,12.63,0.305,92.8
Otsego Lake,3/14/2013,3,2013,10,2.58,7.62,12.59,0.305,92.6
Otsego Lake,3/14/2013,3,2013,12,2.58,7.62,12.58,0.305,92.4
Otsego Lake,3/14/2013,3,2013,14,2.58,7.59,12.54,0.305,92.2
Otsego Lake,3/14/2013,3,2013,16,2.58,7.6,12.52,0.305,92.1
Otsego Lake,3/14/2013,3,2013,18,2.58,7.59,12.44,0.305,91.5
Otsego Lake,3/14/2013,3,2013,20,2.54,7.58,12.25,0.307,90
Otsego Lake,3/14/2013,3,2013,25,2.61,7.57,12.11,0.309,89
Otsego Lake,3/14/2013,3,2013,30,2.63,7.57,11.84,0.313,87.2
Otsego Lake,3/14/2013,3,2013,35,2.62,7.58,11.54,0.317,84.9
Otsego Lake,3/14/2013,3,2013,40,2.65,7.61,11.46,0.321,84.4
Otsego Lake,3/14/2013,3,2013,42,2.65,7.63,11.36,0.322,83.5
Otsego Lake,3/14/2013,3,2013,44,2.67,7.66,10.84,0.327,79.7
Otsego Lake,3/14/2013,3,2013,46,2.73,7.73,10.29,0.336,75.5
Otsego Lake,3/14/2013,3,2013,48,3.05,7.85,8.15,0.349,60.7
Otsego Lake,4/4/2013,4,2013,0.1,1.1,7.68,13.19,0.162,93.1
Otsego Lake,4/4/2013,4,2013,2,2.83,7.72,12.63,0.311,93.5
Otsego Lake,4/4/2013,4,2013,4,2.82,7.68,12.59,0.311,93.2
Otsego Lake,4/4/2013,4,2013,6,2.82,7.66,12.56,0.311,93
Otsego Lake,4/4/2013,4,2013,8,2.82,7.64,12.54,0.311,92.7
Otsego Lake,4/4/2013,4,2013,10,2.82,7.66,12.52,0.311,92.6
Otsego Lake,4/4/2013,4,2013,12,2.82,7.69,12.48,0.311,92.3
Otsego Lake,4/4/2013,4,2013,14,2.82,7.68,12.45,0.311,92.1
Otsego Lake,4/4/2013,4,2013,16,2.82,7.68,12.41,0.311,91.9
Otsego Lake,4/4/2013,4,2013,18,2.8,7.63,12.3,0.312,90.9
Otsego Lake,4/4/2013,4,2013,20,2.72,7.62,12.15,0.314,89.6
Otsego Lake,4/4/2013,4,2013,25,2.69,7.6,12.02,0.316,88.6
Otsego Lake,4/4/2013,4,2013,30,2.64,7.6,11.74,0.32,86.5
Otsego Lake,4/4/2013,4,2013,35,2.68,7.64,11.74,0.324,86.7
Otsego Lake,4/4/2013,4,2013,40,3.1,7.68,12.13,0.324,90.4
Otsego Lake,4/4/2013,4,2013,42,3.11,7.7,12.01,0.326,89.6
Otsego Lake,4/4/2013,4,2013,44,2.99,7.73,11.54,0.331,85.8
Otsego Lake,4/4/2013,4,2013,46,2.82,7.82,9.8,0.346,72.5
Otsego Lake,4/4/2013,4,2013,48,3.2,7.98,6.91,0.361,51.7
Otsego Lake,4/17/2013,4,2013,0.1,4.81,,12.41,0.31,96.9
Otsego Lake,4/17/2013,4,2013,2,4.74,,12.4,0.31,96.4
Otsego Lake,4/17/2013,4,2013,4,4.6,,12.37,0.31,95.9
Otsego Lake,4/17/2013,4,2013,6,4.59,,12.34,0.31,95.7
Otsego Lake,4/17/2013,4,2013,8,4.53,,12.32,0.31,95.4
Otsego Lake,4/17/2013,4,2013,10,4.46,,12.29,0.311,95
Otsego Lake,4/17/2013,4,2013,12,4.44,,12.27,0.31,94.8
Otsego Lake,4/17/2013,4,2013,14,4.4,,12.24,0.31,94.5
Otsego Lake,4/17/2013,4,2013,16,4.39,,12.21,0.31,94.2
Otsego Lake,4/17/2013,4,2013,18,4.38,,12.2,0.31,94
Otsego Lake,4/17/2013,4,2013,20,4.37,,12.17,0.311,93.8
Otsego Lake,4/17/2013,4,2013,25,4.23,,12.07,0.311,92.8
Otsego Lake,4/17/2013,4,2013,30,4.22,,12.02,0.311,92.3
Otsego Lake,4/17/2013,4,2013,35,4.19,,11.96,0.311,91.9
Otsego Lake,4/17/2013,4,2013,40,4.16,,11.92,0.311,91.4
Otsego Lake,4/17/2013,4,2013,42,4.14,,11.89,0.311,91.1
Otsego Lake,4/17/2013,4,2013,44,4.14,,11.88,0.311,91.1
Otsego Lake,4/17/2013,4,2013,46,4.13,,11.8,0.311,90.4
Otsego Lake,4/17/2013,4,2013,48,4.06,,11.46,0.317,87.9
Otsego Lake,5/2/2013,5,2013,0.1,12.15,7.89,12.05,0.314,111.9
Otsego Lake,5/2/2013,5,2013,2,8.29,7.82,12.29,0.314,104.5
Otsego Lake,5/2/2013,5,2013,4,7.16,7.76,12.37,0.313,102.4
Otsego Lake,5/2/2013,5,2013,6,6.53,7.79,12.4,0.313,101
Otsego Lake,5/2/2013,5,2013,8,5.94,7.74,12.37,0.313,99.4
Otsego Lake,5/2/2013,5,2013,10,5.5,7.73,12.37,0.314,98.2
Otsego Lake,5/2/2013,5,2013,12,5.36,7.72,12.33,0.315,97.5
Otsego Lake,5/2/2013,5,2013,14,5.24,7.68,12.27,0.315,96.8
Otsego Lake,5/2/2013,5,2013,16,5.18,7.68,12.24,0.314,96.4
Otsego Lake,5/2/2013,5,2013,18,5.09,7.67,12.22,0.314,96
Otsego Lake,5/2/2013,5,2013,20,5.03,7.67,12.19,0.314,95.6
Otsego Lake,5/2/2013,5,2013,25,4.81,7.58,12.11,0.315,94.4
Otsego Lake,5/2/2013,5,2013,30,4.5,7.56,12.01,0.315,93
Otsego Lake,5/2/2013,5,2013,35,4.39,7.58,11.99,0.316,92.6
Otsego Lake,5/2/2013,5,2013,40,4.28,7.6,11.93,0.316,91.8
Otsego Lake,5/2/2013,5,2013,42,4.2,7.62,11.85,0.316,91
Otsego Lake,5/2/2013,5,2013,44,4.14,7.63,11.71,0.316,89.7
Otsego Lake,5/2/2013,5,2013,46,4.07,7.66,11.57,0.317,88.5
Otsego Lake,5/2/2013,5,2013,48,4.07,7.78,11.44,0.318,87.6
Otsego Lake,5/21/2013,5,2013,0.1,12.81,8.19,11.15,0.307,105.5
Otsego Lake,5/21/2013,5,2013,2,12.11,8.18,11.1,0.307,104.4
Otsego Lake,5/21/2013,5,2013,4,11.52,8.17,11.3,0.307,103.8
Otsego Lake,5/21/2013,5,2013,6,11.22,8.09,11.38,0.306,104
Otsego Lake,5/21/2013,5,2013,8,9.06,8.05,11.91,0.307,103.1
Otsego Lake,5/21/2013,5,2013,10,7.59,7.99,12.01,0.307,100.7
Otsego Lake,5/21/2013,5,2013,12,6.67,7.9,12.14,0.308,99.4
Otsego Lake,5/21/2013,5,2013,14,6.32,7.86,12.07,0.308,97.7
Otsego Lake,5/21/2013,5,2013,16,6.06,7.73,12,0.308,96.6
Otsego Lake,5/21/2013,5,2013,18,5.71,7.73,12.01,0.308,95.7
Otsego Lake,5/21/2013,5,2013,20,5.31,7.68,11.92,0.309,94.3
Otsego Lake,5/21/2013,5,2013,25,5.02,7.54,11.89,0.308,93.1
Otsego Lake,5/21/2013,5,2013,30,4.68,7.54,11.75,0.309,91.5
Otsego Lake,5/21/2013,5,2013,35,4.53,7.49,11.65,0.309,90.1
Otsego Lake,5/21/2013,5,2013,40,4.31,7.48,11.47,0.31,88.3
Otsego Lake,5/21/2013,5,2013,42,4.29,7.47,11.36,0.31,87.4
Otsego Lake,5/21/2013,5,2013,44,4.28,7.46,11.23,0.31,86.3
Otsego Lake,5/21/2013,5,2013,46,4.28,7.46,11.1,0.31,85.3
Otsego Lake,6/5/2013,6,2013,0.1,16.2,8.31,10.51,0.32,108
Otsego Lake,6/5/2013,6,2013,2,16.46,8.26,10.59,0.32,108.4
Otsego Lake,6/5/2013,6,2013,4,16.15,8.08,10.67,0.32,108.6
Otsego Lake,6/5/2013,6,2013,6,15.1,7.97,11.14,0.319,110.8
Otsego Lake,6/5/2013,6,2013,8,11.72,7.9,11.66,0.322,107.5
Otsego Lake,6/5/2013,6,2013,10,10.33,7.81,11.74,0.322,104.9
Otsego Lake,6/5/2013,6,2013,12,9.6,7.77,11.73,0.323,103.1
Otsego Lake,6/5/2013,6,2013,14,9.25,7.7,11.67,0.323,101.7
Otsego Lake,6/5/2013,6,2013,16,8.57,7.66,11.67,0.324,99.9
Otsego Lake,6/5/2013,6,2013,18,7.67,7.62,11.65,0.325,97.6
Otsego Lake,6/5/2013,6,2013,20,6.95,7.61,11.66,0.326,95.8
Otsego Lake,6/5/2013,6,2013,25,5.79,7.59,11.66,0.326,93.3
Otsego Lake,6/5/2013,6,2013,30,5.08,7.69,11.61,0.327,91.2
Otsego Lake,6/5/2013,6,2013,35,4.76,7.69,11.53,0.327,89.8
Otsego Lake,6/5/2013,6,2013,40,4.46,7.74,11.35,0.328,87.5
Otsego Lake,6/5/2013,6,2013,42,4.36,7.71,11.2,0.328,86.4
Otsego Lake,6/5/2013,6,2013,44,4.22,7.71,10.92,0.33,84
Otsego Lake,6/5/2013,6,2013,46,4.2,7.4,10.74,0.33,82.4
Otsego Lake,6/5/2013,6,2013,48,4.2,7.33,10.61,0.33,81.5
Otsego Lake,6/18/2013,6,2013,0.1,17.83,8.66,10.7,0.297,112.7
Otsego Lake,6/18/2013,6,2013,2,17.47,8.68,10.7,0.297,112
Otsego Lake,6/18/2013,6,2013,4,17.15,8.59,10.58,0.3,109.7
Otsego Lake,6/18/2013,6,2013,6,16.17,8.34,10.58,0.303,108.3
Otsego Lake,6/18/2013,6,2013,8,11.75,8.31,11.37,0.311,105.4
Otsego Lake,6/18/2013,6,2013,10,10.16,8.22,11.57,0.308,102.8
Otsego Lake,6/18/2013,6,2013,12,8.81,8.19,11.43,0.309,98.5
Otsego Lake,6/18/2013,6,2013,14,8.11,8.16,11.38,0.31,96.4
Otsego Lake,6/18/2013,6,2013,16,7.47,8.12,11.33,0.31,94.5
Otsego Lake,6/18/2013,6,2013,18,7.02,8.11,11.27,0.311,92.9
Otsego Lake,6/18/2013,6,2013,20,6.64,8.06,11.25,0.311,91.9
Otsego Lake,6/18/2013,6,2013,25,5.95,8.01,11.24,0.312,90.3
Otsego Lake,6/18/2013,6,2013,30,5.28,8,11.27,0.312,89
Otsego Lake,6/18/2013,6,2013,35,4.82,7.98,11.18,0.313,87.2
