year,region,country,sex,number
2000,Africa,Burundi,Female,38.9
2000,Africa,Comoros,Female,21.9
2000,Africa,Kenya,Female,15.2
2000,Africa,Malawi,Female,20.1
2000,Africa,Chad,Female,28.3
2000,Africa,Algeria,Female,5.6
2000,Africa,Ethiopia,Female,39.6
2000,Africa,Rwanda,Female,18.3
2000,Africa,Sao Tome and Principe,Female,8.8
2000,Africa,Senegal,Female,19.2
2000,Africa,Uganda,Female,17
2000,Africa,Botswana,Female,11
2000,Africa,Central African Republic,Female,19.5
2000,Africa,Gambia,Female,14.3
2000,Africa,Guinea-Bissau,Female,21.5
2000,Africa,Equatorial Guinea,Female,14.6
2000,Africa,Lesotho,Female,12.6
2000,Africa,Sierra Leone,Female,21.1
2000,Africa,Gabon,Female,7.4
2000,Africa,Namibia,Female,19.4
2000,Africa,Niger,Female,42.4
2001,Africa,Angola,Female,25.6
2001,Africa,Mali,Female,28.5
2001,Africa,Democratic Republic of the Congo,Female,30.7
2001,Africa,Benin,Female,19.6
2001,Africa,Zambia,Female,22.3
2002,Africa,Eritrea,Female,33
2002,Africa,Algeria,Female,9.6
2003,Africa,Ghana,Female,17
2003,Africa,Nigeria,Female,25.4
2003,Africa,Kenya,Female,13.7
2003,Africa,South Africa,Female,9.6
2003,Africa,Burkina Faso,Female,33.5
2003,Africa,Madagascar,Female,34.5
2003,Africa,Mozambique,Female,19.9
2004,Africa,Equatorial Guinea,Female,9.9
2004,Africa,Lesotho,Female,15.9
2004,Africa,Malawi,Female,17.2
2004,Africa,United Republic of Tanzania,Female,15.4
2004,Africa,Chad,Female,32.9
2004,Africa,Cameroon,Female,15
2005,Africa,Guinea,Female,20.6
2005,Africa,Gambia,Female,15
2005,Africa,Congo,Female,10.6
2005,Africa,Algeria,Female,3.7
2005,Africa,Ethiopia,Female,32.8
2005,Africa,Rwanda,Female,17.2
2005,Africa,Zimbabwe,Female,12.9
2005,Africa,Senegal,Female,14.6
2005,Africa,Sierra Leone,Female,26
2006,Africa,Cameroon,Female,14.3
2006,Africa,Guinea-Bissau,Female,16.7
2006,Africa,Uganda,Female,14.6
2006,Africa,South Sudan,Female,28.7
2006,Africa,Benin,Female,17.6
2006,Africa,Côte d'Ivoire,Female,14.4
2006,Africa,Ghana,Female,12.5
2006,Africa,Liberia,Female,18.7
2006,Africa,Burkina Faso,Female,35.8
2006,Africa,Central African Republic,Female,25.4
2006,Africa,Malawi,Female,13.9
2006,Africa,Niger,Female,37.5
2006,Africa,Swaziland,Female,5.9
2006,Africa,Namibia,Female,16.5
2006,Africa,Mali,Female,26
2006,Africa,Togo,Female,21
2007,Africa,Botswana,Female,10.2
2007,Africa,Guinea,Female,19.7
2007,Africa,Mauritania,Female,22.8
2007,Africa,Zambia,Female,13
2007,Africa,Angola,Female,14.6
2007,Africa,Côte d'Ivoire,Female,28.4
2007,Africa,Democratic Republic of the Congo,Female,26.1
2007,Africa,Nigeria,Female,24.2
2008,Africa,Kenya,Female,15.5
2008,Africa,Mozambique,Female,16
2008,Africa,Togo,Female,20.5
2008,Africa,Ghana,Female,12.9
2008,Africa,Guinea-Bissau,Female,17
2008,Africa,Mauritania,Female,13.9
2008,Africa,Nigeria,Female,24.8
2008,Africa,Sao Tome and Principe,Female,12.3
2008,Africa,United Republic of Tanzania,Female,15.1
2008,Africa,Sierra Leone,Female,18.5
2009,Africa,Burkina Faso,Female,24.7
2009,Africa,Lesotho,Female,11.1
2009,Africa,Zimbabwe,Female,11.3
2009,Africa,Malawi,Female,11.3
2009,Africa,United Republic of Tanzania,Female,14.6
2010,Africa,Central African Republic,Female,20.9
2010,Africa,Eritrea,Female,39.4
2010,Africa,Equatorial Guinea,Female,5.2
2010,Africa,Malawi,Female,12.6
2010,Africa,Rwanda,Female,10.4
2010,Africa,Sierra Leone,Female,16.5
2010,Africa,South Sudan,Female,24.5
2010,Africa,Chad,Female,28.2
2010,Africa,Togo,Female,14.4
2010,Africa,United Republic of Tanzania,Female,12.9
2010,Africa,Burundi,Female,26.1
2010,Africa,Burkina Faso,Female,24.7
2010,Africa,Senegal,Female,18.8
2010,Africa,Sierra Leone,Female,19.6
2010,Africa,Zimbabwe,Female,8.7
2010,Africa,Guinea-Bissau,Female,17.1
2010,Africa,Democratic Republic of the Congo,Female,21.3
2010,Africa,Ethiopia,Female,27.3
2010,Africa,Gambia,Female,16.9
2010,Africa,Swaziland,Female,5
2011,Africa,Mozambique,Female,13.6
2011,Africa,Nigeria,Female,24.1
2011,Africa,Côte d'Ivoire,Female,12.8
2011,Africa,Ghana,Female,11.3
2011,Africa,Mauritania,Female,23
2011,Africa,Uganda,Female,12.8
2011,Africa,Congo,Female,10.3
2011,Africa,Guinea,Female,15.2
2011,Africa,Cameroon,Female,14.5
2012,Africa,Algeria,Female,3
2012,Africa,Guinea,Female,18.7
2012,Africa,Niger,Female,37.1
2012,Africa,Senegal,Female,15.4
2012,Africa,Gabon,Female,5
2012,Africa,Mauritania,Female,17.2
2012,Africa,Comoros,Female,17
2012,Africa,Senegal,Female,13.2
2013,Africa,Namibia,Female,11.3
2013,Africa,Zambia,Female,13.4
2013,Africa,Liberia,Female,13.5
2013,Africa,Democratic Republic of the Congo,Female,21.1
2013,Africa,Togo,Female,15.2
2013,Africa,Sierra Leone,Female,17.1
2013,Africa,Nigeria,Female,29
2014,Africa,Senegal,Female,11.8
2014,Africa,Ethiopia,Female,25.7
2014,Africa,Nigeria,Female,18.3
2014,Africa,Zimbabwe,Female,9.8
1970,Americas,Canada,Female,1.7
1981,Americas,Barbados,Female,5.7
1986,Americas,Colombia,Female,8.1
1986,Americas,Dominican Republic,Female,7.3
1987,Americas,Guatemala,Female,26.6
1987,Americas,Trinidad and Tobago,Female,4.7
1988,Americas,El Salvador,Female,10.7
1988,Americas,United States of America,Female,1.2
1989,Americas,Brazil,Female,5.2
1989,Americas,Mexico,Female,13.1
1989,Americas,Bolivia (Plurinational State of),Female,7.5
1990,Americas,Paraguay,Female,3.4
1991,Americas,Peru,Female,7.9
1991,Americas,Dominican Republic,Female,7.5
1993,Americas,El Salvador,Female,6.1
1993,Americas,Bolivia (Plurinational State of),Female,9.9
1993,Americas,Nicaragua,Female,8.9
1994,Americas,Haiti,Female,22.7
1994,Americas,Jamaica,Female,3.5
1995,Americas,Colombia,Female,5.5
1995,Americas,Guatemala,Female,21.1
1995,Americas,Jamaica,Female,2.9
1996,Americas,Brazil,Female,4.2
1996,Americas,Peru,Female,4.9
1996,Americas,Dominican Republic,Female,4.1
1996,Americas,Jamaica,Female,4.5
1996,Americas,Honduras,Female,20.1
1997,Americas,Jamaica,Female,3.2
1997,Americas,Nicaragua,Female,9.6
1997,Americas,Panama,Female,5.9
1998,Americas,Jamaica,Female,2.6
1998,Americas,Bolivia (Plurinational State of),Female,5.8
1998,Americas,Mexico,Female,5.3
1998,Americas,Nicaragua,Female,8.9
1998,Americas,El Salvador,Female,9.3
1998,Americas,Guatemala,Female,17.8
1999,Americas,Uruguay,Female,4.2
1999,Americas,United States of America,Female,0.9
1999,Americas,Jamaica,Female,2.5
1999,Americas,Suriname,Female,10.1
1999,Americas,United States of America,Female,0.7
2000,Americas,Trinidad and Tobago,Female,4.3
2000,Americas,Colombia,Female,5
2000,Americas,Haiti,Female,12.2
2000,Americas,Dominican Republic,Female,2.9
2000,Americas,Jamaica,Female,3
2000,Americas,Guyana,Female,9.9
2000,Americas,Peru,Female,5.1
