date,site,Length (mm),Weight (gm),Sex,Stage,Count
4/12/2017,Hayden Creek,466,,Male,Ripe,1
4/19/2018,Shadow Brook,466,988,Male,Ripe,1
4/17/2009,Shadow Brook,467,,Male,Ripe,1
4/17/2009,Shadow Brook,467,,Male,Ripe,1
4/17/2009,Shadow Brook,467,,Male,Ripe,1
4/16/2013,Hayden Creek,467,,Male,Ripe,1
4/18/2013,Shadow Brook,467,,Male,Ripe,1
4/18/2013,Shadow Brook,467,,Male,Ripe,1
4/18/2013,Shadow Brook,467,,Male,Ripe,1
4/21/2013,Shadow Brook,467,,Male,Ripe,1
4/12/2017,Hayden Creek,467,,Male,Ripe,1
4/12/2017,Shadow Brook,467,,Male,Ripe,1
4/19/2018,Shadow Brook,467,916,Male,Ripe,1
4/16/2019,Shadow Brook,467,,Male,Ripe,1
4/16/2019,Shadow Brook,467,,Male,Ripe,1
4/5/2009,Hayden Creek,468,,Male,Ripe,1
4/7/2009,Hayden Creek,468,1105,Male,Ripe,1
4/17/2009,Cripple Creek,468,,Male,Ripe,1
4/15/2013,Hayden Creek,468,,Male,Ripe,1
4/17/2013,Hayden Creek,468,,Male,Ripe,1
4/17/2013,Hayden Creek,468,,Male,Ripe,1
4/17/2013,Shadow Brook,468,,Male,Ripe,1
4/18/2013,Shadow Brook,468,,Male,Ripe,1
4/21/2013,Shadow Brook,468,,Male,Ripe,1
4/22/2013,Shadow Brook,468,,Male,Ripe,1
4/10/2017,Shadow Brook,468,,Male,Ripe,1
4/10/2017,Shadow Brook,468,,Male,Ripe,1
4/13/2017,Cripple Creek,468,,Male,Ripe,1
4/13/2017,Hayden Creek,468,,Male,Ripe,1
4/12/2018,Shadow Brook,468,,Male,Ripe,1
4/18/2018,Shadow Brook,468,,Male,Ripe,1
4/24/2018,Shadow Brook,468,929,Male,Ripe,1
4/5/2009,Hayden Creek,469,,Male,Ripe,1
4/14/2009,Hayden Creek,469,,Male,Ripe,1
4/16/2009,Cripple Creek,469,,Male,Ripe,1
4/15/2013,Shadow Brook,469,,Male,Ripe,1
4/15/2013,Shadow Brook,469,,Male,Ripe,1
4/16/2013,Shadow Brook,469,,Male,Ripe,1
4/18/2013,Shadow Brook,469,,Male,Ripe,1
4/18/2013,Shadow Brook,469,,Male,Ripe,1
4/10/2017,Shadow Brook,469,,Male,Ripe,1
4/10/2017,Shadow Brook,469,,Male,Ripe,1
4/12/2017,Hayden Creek,469,,Male,Ripe,1
4/12/2017,Shadow Brook,469,,Male,Ripe,1
4/12/2018,Shadow Brook,469,,Male,Ripe,1
4/19/2018,Shadow Brook,469,886,Male,Ripe,1
4/18/2019,Shadow Brook,469,,Male,Ripe,1
4/16/2009,Shadow Brook,470,,Female,Hard,1
4/17/2009,Shadow Brook,470,,Male,Ripe,1
4/17/2009,Shadow Brook,470,,Male,Ripe,1
4/18/2009,Shadow Brook,470,,Male,Ripe,1
4/15/2013,Shadow Brook,470,,Male,Ripe,1
4/11/2017,Shadow Brook,470,,Male,Ripe,1
4/11/2017,Shadow Brook,470,,Male,Ripe,1
4/23/2018,Hayden Creek,470,,Male,Ripe,1
4/12/2009,Leatherstocking Creek,471,,Male,Ripe,1
4/17/2009,Shadow Brook,471,,Male,Ripe,1
4/17/2013,Shadow Brook,471,,Male,Ripe,1
4/17/2013,Shadow Brook,471,,Male,Ripe,1
4/18/2013,Shadow Brook,471,,Male,Ripe,1
4/10/2017,Shadow Brook,471,,Male,Ripe,1
4/12/2017,Hayden Creek,471,,Male,Ripe,1
4/12/2017,Hayden Creek,471,,Male,Ripe,1
4/12/2017,Hayden Creek,471,,Male,Ripe,1
4/12/2017,Shadow Brook,471,,Male,Ripe,1
4/14/2017,Shadow Brook,471,,Male,Ripe,1
4/14/2017,Shadow Brook,471,,Male,Ripe,1
4/10/2018,Shadow Brook,471,,Male,Ripe,1
4/23/2018,Hayden Creek,471,,Male,Ripe,1
4/17/2019,Shadow Brook,471,,Male,Ripe,1
4/17/2009,Cripple Creek,472,,Male,Ripe,1
4/15/2013,Shadow Brook,472,,Male,Ripe,1
4/16/2013,Shadow Brook,472,,Male,Ripe,1
4/17/2013,Hayden Creek,472,,Male,Ripe,1
4/17/2013,Hayden Creek,472,,Male,Ripe,1
4/17/2013,Shadow Brook,472,,Male,Ripe,1
4/18/2013,Shadow Brook,472,,Male,Ripe,1
4/22/2013,Shadow Brook,472,,Male,Ripe,1
4/22/2013,Shadow Brook,472,,Male,Ripe,1
4/10/2017,Shadow Brook,472,,Female,Ripe,1
4/12/2017,Shadow Brook,472,,Male,Ripe,1
4/18/2018,Shadow Brook,472,,Male,Ripe,1
4/19/2018,Shadow Brook,472,916,Male,Ripe,1
4/26/2018,Shadow Brook,472,899,Male,Ripe,1
4/5/2009,Shadow Brook,473,,Male,Ripe,1
4/7/2009,Hayden Creek,473,1134,Male,Ripe,1
4/7/2009,Hayden Creek,473,2239,Female,Hard,1
4/7/2009,Hayden Creek,473,1134,Male,Ripe,1
4/9/2009,Hayden Creek,473,1219,Male,Ripe,1
4/9/2009,Hayden Creek,473,1106,Male,Ripe,1
4/12/2009,Hayden Creek,473,,Female,Ripe,1
4/16/2009,Cripple Creek,473,,Male,Ripe,1
4/17/2009,Cripple Creek,473,,Male,Ripe,1
4/16/2013,Hayden Creek,473,,Male,Ripe,1
4/16/2013,Hayden Creek,473,,Male,Ripe,1
4/16/2013,Hayden Creek,473,,Male,Ripe,1
4/10/2017,Shadow Brook,473,,Male,Ripe,1
4/11/2017,Shadow Brook,473,,Male,Ripe,1
4/14/2017,Cripple Creek,473,,Male,Ripe,1
4/14/2017,Shadow Brook,473,,Male,Ripe,1
4/14/2017,Shadow Brook,473,,Male,Ripe,1
4/10/2018,Shadow Brook,473,,Male,Ripe,1
4/5/2009,Cripple Creek,474,,Female,Hard,1
4/12/2009,Hayden Creek,474,,Male,Ripe,1
4/12/2009,Hayden Creek,474,,Male,Ripe,1
4/17/2009,Shadow Brook,474,,Male,Ripe,1
4/15/2013,Shadow Brook,474,,Female,Hard,1
4/16/2013,Hayden Creek,474,,Male,Ripe,1
4/17/2013,Hayden Creek,474,,Male,Ripe,1
4/17/2013,Hayden Creek,474,,Male,Ripe,1
4/17/2013,Shadow Brook,474,,Female,Ripe,1
4/18/2013,Shadow Brook,474,,Male,Ripe,1
4/10/2017,Shadow Brook,474,,Male,Ripe,1
4/10/2017,Shadow Brook,474,,Male,Ripe,1
4/12/2017,Hayden Creek,474,,Male,Ripe,1
4/12/2017,Hayden Creek,474,,Male,Ripe,1
4/13/2017,Cripple Creek,474,,Male,Ripe,1
4/14/2017,Cripple Creek,474,,Male,Ripe,1
4/19/2018,Shadow Brook,474,1012,Male,Ripe,1
4/11/2019,Shadow Brook,474,,Male,Ripe,1
4/8/2019,Shadow Brook,474,,Male,Ripe,1
4/14/2009,Hayden Creek,475,,Female,Ripe,1
4/17/2013,Hayden Creek,475,,Male,Ripe,1
4/21/2013,Shadow Brook,475,,Male,Ripe,1
4/21/2013,Shadow Brook,475,,Male,Ripe,1
4/10/2017,Shadow Brook,475,,Male,Ripe,1
4/14/2017,Cripple Creek,475,,Male,Ripe,1
4/14/2017,Shadow Brook,475,,Male,Ripe,1
4/12/2009,Leatherstocking Creek,476,,Male,Ripe,1
4/12/2009,Shadow Brook,476,,Female,Ripe,1
4/16/2009,Shadow Brook,476,1191,Male,Ripe ,1
4/17/2009,Cripple Creek,476,,Male,Ripe,1
4/15/2013,Hayden Creek,476,,Male,Ripe,1
4/15/2013,Shadow Brook,476,,Male,Ripe,1
4/16/2013,Hayden Creek,476,,Male,Ripe,1
4/16/2013,Hayden Creek,476,,Male,Ripe,1
4/16/2013,Shadow Brook,476,,Male,Ripe,1
4/17/2013,Hayden Creek,476,,Male,Ripe,1
4/18/2013,Shadow Brook,476,,Male,Ripe,1
4/18/2013,Shadow Brook,476,,Male,Ripe,1
4/21/2013,Shadow Brook,476,,Male,Ripe,1
4/10/2017,Shadow Brook,476,,Male,Ripe,1
4/10/2017,Shadow Brook,476,,Male,Ripe,1
4/11/2017,Shadow Brook,476,,Male,Ripe,1
4/12/2017,Hayden Creek,476,,Male,Ripe,1
4/12/2017,Shadow Brook,476,,Male,Ripe,1
4/14/2017,Cripple Creek,476,,Male,Ripe,1
4/14/2017,Cripple Creek,476,,Male,Ripe,1
4/13/2019,Hayden Creek,476,,Male,Ripe,1
4/9/2009,Hayden Creek,477,1134,Male,Spent,1
4/9/2009,Hayden Creek,477,1077,Male,Ripe,1
4/16/2009,Cripple Creek,477,,Male,Ripe,1
4/15/2013,Hayden Creek,477,,Male,Ripe,1
4/15/2013,Shadow Brook,477,,Male,Ripe,1
4/15/2013,Shadow Brook,477,,Male,Ripe,1
4/18/2013,Shadow Brook,477,,Male,Ripe,1
4/10/2017,Hayden Creek,477,,Male,Ripe,1
4/10/2017,Hayden Creek,477,,Male,Ripe,1
4/8/2019,Shadow Brook,477,,Male,Ripe,1
4/9/2019,Shadow Brook,477,,Male,Ripe,1
4/16/2009,Cripple Creek,478,,Male,Ripe,1
4/17/2009,Shadow Brook,478,,Male,Ripe,1
4/17/2013,Hayden Creek,478,,Male,Ripe,1
4/10/2017,Shadow Brook,478,,Male,Ripe,1
4/10/2017,Shadow Brook,478,,Male,Ripe,1
4/11/2017,Shadow Brook,478,,Male,Ripe,1
4/12/2017,Hayden Creek,478,,Male,Ripe,1
4/13/2017,Hayden Creek,478,,Female,Ripe,1
4/12/2018,Shadow Brook,478,,Male,Ripe,1
4/13/2018,Shadow Brook,478,1028,Male,Ripe,1
4/10/2019,Shadow Brook,478,,Male,Ripe,1
4/11/2019,Shadow Brook,478,,Male,Ripe,1
4/8/2019,Shadow Brook,478,,Male,Ripe,1
4/9/2019,Shadow Brook,478,,Male,Ripe,1
4/17/2019,Shadow Brook,478,,Male,Ripe,1
4/5/2009,Shadow Brook,479,,Female,Hard,1
4/9/2009,Hayden Creek,479,1134,Male,Spent,1
4/16/2009,Shadow Brook,479,,Male,Ripe ,1
4/17/2009,Cripple Creek,479,,Male,Ripe,1
4/15/2013,Shadow Brook,479,,Male,Ripe,1
4/16/2013,Shadow Brook,479,,Male,Ripe,1
4/18/2013,Shadow Brook,479,,Male,Ripe,1
4/21/2013,Shadow Brook,479,,Male,Ripe,1
4/21/2013,Shadow Brook,479,,Male,Ripe,1
4/21/2013,Shadow Brook,479,,Male,Ripe,1
4/10/2017,Hayden Creek,479,,Male,Ripe,1
4/10/2017,Shadow Brook,479,,Female,Ripe,1
4/10/2017,Shadow Brook,479,,Male,Ripe,1
4/10/2017,Shadow Brook,479,,Male,Ripe,1
4/12/2017,Hayden Creek,479,,Male,Ripe,1
4/13/2017,Cripple Creek,479,,Male,Ripe,1
4/17/2017,Cripple Creek,479,,Male,Ripe,1
4/11/2018,Shadow Brook,479,,Male,Ripe,1
4/16/2019,Shadow Brook,479,,Male,Ripe,1
4/18/2019,Shadow Brook,479,,Male,Ripe,1
4/5/2009,Hayden Creek,480,,Male,Hard,1
4/7/2009,Hayden Creek,480,1077,Male,Ripe,1
4/9/2009,Cripple Creek,480,1021,Male,Ripe,1
4/15/2013,Hayden Creek,480,,Male,Ripe,1
4/15/2013,Shadow Brook,480,,Male,Ripe,1
4/16/2013,Shadow Brook,480,,Male,Ripe,1
4/17/2013,Hayden Creek,480,,Male,Ripe,1
4/18/2013,Shadow Brook,480,,Male,Ripe,1
4/14/2017,Shadow Brook,480,,Male,Ripe,1
4/19/2018,Shadow Brook,480,968,Male,Ripe,1
4/16/2009,Cripple Creek,481,,Male,Ripe,1
4/17/2009,Cripple Creek,481,,Female,Ripe,1
4/18/2009,Shadow Brook,481,,Male,Ripe,1
4/17/2013,Shadow Brook,481,,Female,Ripe,1
4/17/2013,Shadow Brook,481,,Male,Ripe,1
4/18/2013,Shadow Brook,481,,Male,Ripe,1
4/18/2013,Shadow Brook,481,,Male,Ripe,1
4/10/2017,Shadow Brook,481,,Male,Ripe,1
4/10/2017,Shadow Brook,481,,Male,Ripe,1
4/12/2017,Hayden Creek,481,,Male,Ripe,1
4/12/2017,Hayden Creek,481,,Female,Ripe,1
4/14/2017,Shadow Brook,481,,Male,Ripe,1
4/14/2017,Shadow Brook,481,,Male,Ripe,1
4/17/2017,Cripple Creek,481,,Male,Ripe,1
4/10/2018,Shadow Brook,481,,Male,Ripe,1
4/15/2018,Shadow Brook,481,1014,Male,Ripe,1
4/19/2018,Shadow Brook,481,1056,Male,Ripe,1
4/24/2018,Shadow Brook,481,1100,Male,Ripe,1
4/16/2019,Cripple Creek,481,,Male,Ripe,1
4/12/2009,Shadow Brook,482,,Male,Hard,1
4/12/2009,Shadow Brook,482,,Male,Hard,1
4/18/2009,Shadow Brook,482,,Male,Ripe,1
4/18/2009,Shadow Brook,482,,Male,Ripe,1
4/15/2013,Shadow Brook,482,,Male,Ripe,1
4/17/2013,Shadow Brook,482,,Male,Ripe,1
4/11/2017,Shadow Brook,482,,Male,Ripe,1
4/13/2017,Cripple Creek,482,,Male,Ripe,1
4/14/2017,Shadow Brook,482,,Male,Ripe,1
4/18/2018,Hayden Creek,482,,Male,Ripe,1
4/26/2018,Shadow Brook,482,1067,Male,Ripe,1
4/17/2019,Cripple Creek,482,,Male,Ripe,1
4/13/2019,Shadow Brook,482,,Male,Ripe,1
4/13/2019,Shadow Brook,482,,Male,Ripe,1
4/17/2019,Shadow Brook,482,,Male,Ripe,1
4/5/2009,Hayden Creek,483,,Male ,Ripe,1
4/5/2009,Hayden Creek,483,,Male,Ripe,1
4/12/2009,Leatherstocking Creek,483,,Male,Ripe,1
4/12/2009,Shadow Brook,483,,Male,Ripe,1
4/17/2009,Cripple Creek,483,,Male,Ripe,1
4/18/2009,Shadow Brook,483,,Male,Spent,1
4/15/2013,Shadow Brook,483,,Male,Ripe,1
4/15/2013,Shadow Brook,483,,Male,Ripe,1
4/17/2013,Hayden Creek,483,,Male,Ripe,1
4/18/2013,Shadow Brook,483,,Female,Ripe,1
4/18/2013,Shadow Brook,483,,Male,Ripe,1
4/10/2017,Hayden Creek,483,,Male,Ripe,1
4/11/2017,Shadow Brook,483,,Male,Ripe,1
4/17/2017,Cripple Creek,483,,unk,unk,1
4/17/2017,Cripple Creek,483,,Male,Ripe,1
4/17/2017,Shadow Brook,483,,Male,Hard,1
4/20/2017,Shadow Brook,483,,Male,Ripe,1
4/12/2018,Shadow Brook,483,,Male,Ripe,1
4/13/2018,Shadow Brook,483,998,Male,Ripe,1
4/17/2018,Hayden Creek,483,978,Male,Ripe,1
4/19/2018,Shadow Brook,483,1076,Male,Ripe,1
4/23/2018,Shadow Brook,483,1045,Male,Ripe,1
4/23/2018,Shadow Brook,483,1174,Male,Ripe,1
4/13/2019,Shadow Brook,483,,Male,Ripe,1
4/17/2019,Shadow Brook,483,,Male,Ripe,1
4/17/2019,Shadow Brook,483,,Male,Ripe,1
4/17/2009,Shadow Brook,484,,Male,Ripe,1
4/15/2013,Shadow Brook,484,,Male,Ripe,1
4/16/2013,Hayden Creek,484,,Male,Ripe,1
4/16/2013,Hayden Creek,484,,Female,Ripe,1
4/12/2017,Hayden Creek,484,,Male,Ripe,1
4/12/2017,Shadow Brook,484,,Male,Ripe,1
4/13/2017,Cripple Creek,484,,Female,Ripe,1
4/17/2017,Cripple Creek,484,,Male,Ripe,1
4/18/2017,Shadow Brook,484,,Male,Ripe,1
4/10/2018,Shadow Brook,484,,Male,Ripe,1
4/23/2018,Hayden Creek,484,,Male,Ripe,1
4/23/2018,Shadow Brook,484,1108,Male,Ripe,1
4/24/2018,Shadow Brook,484,1435,Male,Ripe,1
4/11/2019,Shadow Brook,484,,Male,Ripe,1
4/17/2019,Shadow Brook,484,,Male,Ripe,1
4/7/2009,Hayden Creek,485,,Male,Ripe,1
4/12/2009,Shadow Brook,485,,Male,Hard,1
4/16/2009,Cripple Creek,485,,Male,Ripe,1
4/17/2009,Cripple Creek,485,,Female,Ripe,1
4/17/2009,Shadow Brook,485,,Male,Ripe,1
4/18/2009,Shadow Brook,485,,Female,Ripe,1
4/18/2009,Shadow Brook,485,,Male,Ripe,1
4/15/2013,Hayden Creek,485,,Male,Ripe,1
4/16/2013,Hayden Creek,485,,Male,Ripe,1
4/16/2013,Shadow Brook,485,,Male,Ripe,1
4/17/2013,Hayden Creek,485,,Female,Ripe,1
4/17/2013,Hayden Creek,485,,Male,Ripe,1
4/17/2013,Hayden Creek,485,,Male,Ripe,1
4/17/2013,Shadow Brook,485,,Male,Ripe,1
4/18/2013,Shadow Brook,485,,Male,Ripe,1
4/12/2017,Shadow Brook,485,,Male,Ripe,1
4/14/2017,Shadow Brook,485,,Female,Ripe,1
4/17/2017,Cripple Creek,485,,Male,Ripe,1
4/16/2009,Cripple Creek,486,,Male,Ripe,1
4/16/2009,Shadow Brook,486,,Male,Ripe,1
4/15/2013,Shadow Brook,486,,Male,Ripe,1
4/15/2013,Shadow Brook,486,,Male,Ripe,1
4/16/2013,Shadow Brook,486,,Male,Ripe,1
4/17/2013,Shadow Brook,486,,Male,Ripe,1
4/18/2013,Shadow Brook,486,,Male,Ripe,1
4/18/2013,Shadow Brook,486,,Male,Ripe,1
4/18/2013,Shadow Brook,486,,Male,Ripe,1
4/10/2017,Shadow Brook,486,,Male,Ripe,1
4/12/2017,Hayden Creek,486,,Male,Ripe,1
4/12/2017,Hayden Creek,486,,Male,Ripe,1
4/13/2017,Cripple Creek,486,,Male,Ripe,1
4/14/2017,Shadow Brook,486,,Female,Ripe,1
4/14/2017,Shadow Brook,486,,Female,Ripe,1
4/23/2018,Shadow Brook,486,1020,Male,Ripe,1
4/18/2019,Shadow Brook,486,,Male,Ripe,1
4/24/2019,Shadow Brook,486,,Male,Ripe,1
4/16/2009,Cripple Creek,487,,Male,Ripe,1
4/15/2013,Shadow Brook,487,,Male,Ripe,1
4/16/2013,Hayden Creek,487,,Male,Ripe,1
4/17/2013,Shadow Brook,487,,Male,Ripe,1
4/18/2013,Shadow Brook,487,,Male,Ripe,1
4/18/2013,Shadow Brook,487,,Male,Ripe,1
4/18/2013,Shadow Brook,487,,Male,Ripe,1
4/18/2013,Shadow Brook,487,,Female,Ripe,1
4/10/2017,Shadow Brook,487,,Male,Ripe,1
4/12/2017,Hayden Creek,487,,Male,Ripe,1
4/13/2017,Cripple Creek,487,,Male,Ripe,1
4/14/2017,Cripple Creek,487,,Male,Ripe,1
4/14/2017,Cripple Creek,487,,Male,Ripe,1
4/13/2018,Shadow Brook,487,990,Male,Ripe,1
4/15/2018,Shadow Brook,487,1002,Male,Ripe,1
4/26/2018,Shadow Brook,487,969,Male,Ripe,1
4/11/2019,Shadow Brook,487,,Male,Ripe,1
4/8/2019,Shadow Brook,487,,Male,Ripe,1
4/9/2019,Shadow Brook,487,,Male,Ripe,1
4/9/2019,Shadow Brook,487,,Male,Ripe,1
4/17/2019,Shadow Brook,487,,Male,Ripe,1
4/18/2019,Shadow Brook,487,,Male,Ripe,1
4/7/2009,Hayden Creek,488,1106,Male,Ripe,1
4/9/2009,Hayden Creek,488,1219,Female,Ripe,1
4/16/2009,Cripple Creek,488,,Male,Spent,1
4/17/2009,Shadow Brook,488,,Male,Ripe,1
4/16/2013,Hayden Creek,488,,Male,Ripe,1
4/13/2017,Hayden Creek,488,,Male,Ripe,1
4/17/2019,Shadow Brook,488,,Male,Ripe,1
4/5/2009,Hayden Creek,489,,Male,Ripe,1
4/5/2009,Hayden Creek,489,,Male,Hard,1
4/12/2009,Hayden Creek,489,,Male,Ripe,1
4/16/2009,Cripple Creek,489,,Male,Ripe,1
4/15/2013,Hayden Creek,489,,Male,Ripe,1
4/15/2013,Hayden Creek,489,,Male,Ripe,1
4/16/2013,Hayden Creek,489,,Male,Ripe,1
4/16/2013,Shadow Brook,489,,Male,Ripe,1
4/17/2013,Hayden Creek,489,,Male,Ripe,1
4/17/2013,Hayden Creek,489,,Male,Ripe,1
4/18/2013,Shadow Brook,489,,Female,Spent,1
4/18/2013,Shadow Brook,489,,Male,Ripe,1
4/13/2017,Cripple Creek,489,,Male,Ripe,1
4/17/2017,Cripple Creek,489,,Male,Ripe,1
4/20/2017,Cripple Creek,489,,Male,Ripe,1
4/11/2018,Shadow Brook,489,,Male,Ripe,1
4/18/2018,Shadow Brook,489,,Male,Ripe,1
4/23/2018,Shadow Brook,489,972,Male,Ripe,1
4/24/2018,Shadow Brook,489,1303,Male,Ripe,1
4/9/2019,Shadow Brook,489,,Male,Ripe,1
4/17/2019,Shadow Brook,489,,Male,Ripe,1
4/18/2019,Shadow Brook,489,,Male,Ripe,1
4/5/2009,Hayden Creek,490,,Male,Hard,1
4/10/2009,Hayden Creek,490,,Male,Ripe,1
4/14/2009,Hayden Creek,490,,Female,Hard,1
4/16/2009,Cripple Creek,490,,Male,Ripe,1
4/17/2009,Cripple Creek,490,,Male,Ripe,1
4/17/2013,Hayden Creek,490,,Male,Ripe,1
4/18/2013,Shadow Brook,490,,Male,Ripe,1
4/21/2013,Shadow Brook,490,,Male,Ripe,1
4/11/2017,Shadow Brook,490,,Male,Ripe,1
4/11/2017,Shadow Brook,490,,Female,Ripe,1
4/14/2017,Shadow Brook,490,,Male,Ripe,1
4/14/2017,Shadow Brook,490,,Male,Ripe,1
4/23/2018,Hayden Creek,490,,Male,Ripe,1
4/8/2019,Shadow Brook,490,,Male,Ripe,1
4/9/2019,Shadow Brook,490,,Male,Ripe,1
4/5/2009,Hayden Creek,491,,Male,Ripe ,1
4/9/2009,Hayden Creek,491,1361,Male,Ripe,1
4/10/2009,Hayden Creek,491,,Male,Ripe,1
4/12/2009,Shadow Brook,491,,Male,Ripe,1
4/16/2009,Cripple Creek,491,,Male,Ripe,1
4/16/2013,Hayden Creek,491,,Male,Ripe,1
4/17/2013,Hayden Creek,491,,Male,Ripe,1
4/17/2013,Hayden Creek,491,,Male,Ripe,1
4/17/2013,Hayden Creek,491,,Male,Ripe,1
4/17/2013,Shadow Brook,491,,Male,Ripe,1
4/18/2013,Shadow Brook,491,,Female,Spent,1
4/18/2013,Shadow Brook,491,,Male,Ripe,1
4/18/2013,Shadow Brook,491,,Male,Ripe,1
4/21/2013,Shadow Brook,491,,Male,Ripe,1
4/10/2017,Hayden Creek,491,,Male,Ripe,1
4/10/2017,Shadow Brook,491,,Male,Ripe,1
4/11/2017,Shadow Brook,491,,Male,Ripe,1
4/12/2017,Hayden Creek,491,,Male,Ripe,1
4/12/2017,Shadow Brook,491,,Male,Ripe,1
4/13/2017,Hayden Creek,491,,Male,Ripe,1
4/17/2017,Shadow Brook,491,,Male,Ripe,1
4/11/2018,Shadow Brook,491,,Male,Ripe,1
4/12/2018,Shadow Brook,491,,Male,Ripe,1
4/19/2018,Shadow Brook,491,1020,Male,Ripe,1
4/11/2019,Shadow Brook,491,,Male,Ripe,1
4/17/2019,Shadow Brook,491,,Female,Ripe,1
4/5/2009,Shadow Brook,492,,Male,Ripe,1
4/10/2009,Hayden Creek,492,,Male,Ripe,1
4/17/2009,Shadow Brook,492,,Male,Ripe,1
4/15/2013,Shadow Brook,492,,Male,Ripe,1
4/15/2013,Shadow Brook,492,,Male,Ripe,1
4/16/2013,Hayden Creek,492,,Female,Hard,1
4/17/2013,Hayden Creek,492,,Male,Ripe,1
4/17/2013,Shadow Brook,492,,Male,Ripe,1
4/21/2013,Shadow Brook,492,,Male,Ripe,1
4/10/2017,Hayden Creek,492,,Male,Ripe,1
4/12/2017,Hayden Creek,492,,Male,Ripe,1
4/12/2017,Hayden Creek,492,,Male,Ripe,1
4/12/2017,Shadow Brook,492,,Male,Ripe,1
4/14/2017,Cripple Creek,492,,Male,Ripe,1
4/14/2017,Hayden Creek,492,,Male,Ripe,1
4/18/2017,Shadow Brook,492,,Male,Ripe,1
4/12/2018,Shadow Brook,492,,Male,Ripe,1
4/13/2018,Shadow Brook,492,1138,Male,Ripe,1
4/15/2018,Shadow Brook,492,1020,Male,Ripe,1
4/19/2018,Shadow Brook,492,1154,Male,Ripe,1
4/23/2018,Shadow Brook,492,1113.5,Male,Ripe,1
4/23/2018,Shadow Brook,492,1072,Male,Ripe,1
4/18/2019,Shadow Brook,492,,Male,Ripe,1
4/14/2009,Hayden Creek,493,,Male,Ripe,1
4/14/2009,Leatherstocking Creek,493,,Female,Ripe,1
4/16/2009,Shadow Brook,493,,Male,Ripe ,1
4/16/2009,Shadow Brook,493,,Male,Ripe ,1
4/16/2013,Hayden Creek,493,,Male,Ripe,1
4/18/2013,Shadow Brook,493,,Male,Ripe,1
4/21/2013,Shadow Brook,493,,Male,Ripe,1
4/10/2017,Shadow Brook,493,,Male,Ripe,1
4/12/2017,Hayden Creek,493,,Male,Ripe,1
4/13/2017,Cripple Creek,493,,Male,Ripe,1
4/14/2017,Shadow Brook,493,,Male,Ripe,1
4/10/2018,Shadow Brook,493,,Male,Ripe,1
4/18/2018,Shadow Brook,493,,Male,Ripe,1
4/11/2019,Shadow Brook,493,,Male,Ripe,1
4/16/2019,Shadow Brook,493,,Male,Ripe,1
4/18/2019,Shadow Brook,493,,Male,Ripe,1
4/5/2009,Hayden Creek,494,,Male,Ripe,1
4/7/2009,Hayden Creek,494,1361,Male,Ripe,1
4/9/2009,Hayden Creek,494,1247,Male,Ripe,1
4/16/2009,Cripple Creek,494,,Male,Ripe,1
4/17/2013,Hayden Creek,494,,Male,Ripe,1
4/17/2013,Hayden Creek,494,,Male,Ripe,1
4/18/2013,Shadow Brook,494,,Male,Ripe,1
4/11/2017,Shadow Brook,494,,Male,Ripe,1
4/11/2017,Shadow Brook,494,,Male,Ripe,1
4/13/2017,Cripple Creek,494,,Male,Ripe,1
4/14/2017,Shadow Brook,494,,Male,Ripe,1
4/17/2017,Shadow Brook,494,,unk,unk,1
4/12/2018,Shadow Brook,494,,Male,Ripe,1
4/12/2018,Shadow Brook,494,,Male,Ripe,1
4/17/2018,Shadow Brook,494,1186,Male,Ripe,1
4/18/2018,Shadow Brook,494,,Male,Ripe,1
4/23/2018,Shadow Brook,494,1117,Male,Ripe,1
4/23/2018,Shadow Brook,494,1179,Male,Ripe,1
4/24/2018,Shadow Brook,494,1098,Male,Ripe,1
4/26/2018,Shadow Brook,494,1169,Male,Ripe,1
4/16/2019,Shadow Brook,494,,Male,Ripe,1
4/18/2019,Shadow Brook,494,,Male,Ripe,1
4/5/2009,Hayden Creek,495,,Male,Ripe,1
4/5/2009,Hayden Creek,495,,Male,Ripe,1
4/15/2013,Shadow Brook,495,,Male,Ripe,1
4/16/2013,Shadow Brook,495,,Female,Hard,1
4/10/2017,Shadow Brook,495,,Male,Ripe,1
4/11/2017,Shadow Brook,495,,Male,Ripe,1
4/12/2017,Shadow Brook,495,,Male,Ripe,1
4/17/2017,Shadow Brook,495,,Male,Ripe,1
4/19/2018,Shadow Brook,495,1068,Male,Ripe,1
4/19/2018,Shadow Brook,495,1018,Male,Ripe,1
4/24/2018,Shadow Brook,495,1070,Male,Ripe,1
4/10/2019,Cripple Creek,495,,Male,Ripe,1
4/5/2009,Shadow Brook,496,,Female,Hard,1
4/12/2009,Hayden Creek,496,,Male,Ripe,1
4/15/2013,Hayden Creek,496,,Male,Ripe,1
4/15/2013,Shadow Brook,496,,Male,Ripe,1
4/15/2013,Shadow Brook,496,,Female,Ripe,1
4/17/2013,Shadow Brook,496,,Female,Ripe,1
4/18/2013,Shadow Brook,496,,Male,Ripe,1
4/10/2017,Shadow Brook,496,,Male,Ripe,1
4/10/2017,Shadow Brook,496,,Male,Ripe,1
4/10/2017,Shadow Brook,496,,Male,Ripe,1
4/12/2017,Hayden Creek,496,,Female,Ripe,1
4/12/2017,Hayden Creek,496,,Male,Ripe,1
4/12/2017,Shadow Brook,496,,Male,Ripe,1
4/13/2017,Cripple Creek,496,,Male,Ripe,1
