date,site,Length (mm),Weight (gm),Sex,Stage,Count
4/9/2019,Shadow Brook,526,,Male,Ripe,1
4/24/2019,Shadow Brook,526,,Male,Ripe,1
4/16/2009,Cripple Creek,527,,Male,Ripe,1
4/17/2009,Shadow Brook,527,,Male,Ripe,1
4/18/2009,Shadow Brook,527,,Male,Spent,1
4/15/2013,Shadow Brook,527,,Female,Hard,1
4/15/2013,Shadow Brook,527,,Male,Ripe,1
4/17/2013,Shadow Brook,527,,Male,Ripe,1
4/17/2017,Shadow Brook,527,,Male,Ripe,1
4/23/2018,Shadow Brook,527,1264,Male,Ripe,1
4/16/2009,Cripple Creek,528,,Male,Ripe,1
4/18/2009,Shadow Brook,528,,Male,Ripe,1
4/20/2009,Shadow Brook,528,,Female,Ripe,1
4/15/2013,Shadow Brook,528,,Female,Hard,1
4/17/2013,Hayden Creek,528,,Male,Ripe,1
4/18/2018,Shadow Brook,528,,Male,Ripe,1
4/16/2019,Cripple Creek,528,,Male,Ripe,1
4/18/2019,Shadow Brook,528,,Male,Ripe,1
4/7/2009,Hayden Creek,529,1786,Female,Ripe,1
4/9/2009,Hayden Creek,529,1389,Female,Hard,1
4/16/2009,Cripple Creek,529,,Male,Spent,1
4/17/2009,Hayden Creek,529,,Male,Ripe,1
4/17/2009,Shadow Brook,529,,Male,Ripe,1
4/18/2009,Shadow Brook,529,,Female,Ripe,1
4/21/2013,Shadow Brook,529,,Male,Ripe,1
4/11/2017,Shadow Brook,529,,Male,Ripe,1
4/12/2017,Hayden Creek,529,,Male,Ripe,1
4/14/2017,Cripple Creek,529,,Male,Ripe,1
4/13/2018,Shadow Brook,529,1444,Male,Ripe,1
4/17/2018,Shadow Brook,529,1578,Male,Ripe,1
4/18/2018,Shadow Brook,529,,Male,Ripe,1
4/23/2018,Hayden Creek,529,,Female,Ripe,1
4/23/2018,Shadow Brook,529,,Male,Ripe,1
4/8/2019,Hayden Creek,529,,Male,Ripe,1
4/16/2019,Shadow Brook,529,,Male,Ripe,1
4/17/2019,Shadow Brook,529,,Male,Ripe,1
4/17/2019,Shadow Brook,529,,Male,Ripe,1
4/18/2019,Shadow Brook,529,,Male,Ripe,1
4/18/2019,Shadow Brook,529,,Female,Ripe,1
4/14/2009,Hayden Creek,530,,Male,Ripe,1
4/18/2009,Shadow Brook,530,,Male,Ripe,1
4/10/2017,Shadow Brook,530,,Male,Ripe,1
4/9/2009,Hayden Creek,531,1701,Female,Spent,1
4/12/2009,Hayden Creek,531,,Male,Ripe,1
4/18/2009,Shadow Brook,531,,Male,Spent,1
4/15/2013,Shadow Brook,531,,Male,Ripe,1
4/18/2013,Shadow Brook,531,,Female,Ripe,1
4/22/2013,Shadow Brook,531,,Male,Ripe,1
4/13/2017,Cripple Creek,531,,Male,Ripe,1
4/12/2018,Shadow Brook,531,,Male,Ripe,1
4/11/2019,Shadow Brook,531,,Male,Ripe,1
4/9/2019,Shadow Brook,531,,Male,Ripe,1
4/13/2019,Hayden Creek,531,,Male,Ripe,1
4/17/2019,Shadow Brook,531,,Female,Ripe,1
4/5/2009,Hayden Creek,532,,Male,Ripe,1
4/7/2009,Hayden Creek,532,2495,Male,Ripe,1
4/7/2009,Hayden Creek,532,1758,Male,Ripe,1
4/10/2009,Hayden Creek,532,,Male,Ripe,1
4/16/2009,Cripple Creek,532,,Male,Ripe,1
4/16/2009,Shadow Brook,532,,Female,Ripe ,1
4/16/2013,Hayden Creek,532,,Male,Ripe,1
4/10/2017,Shadow Brook,532,,Male,Ripe,1
4/12/2017,Hayden Creek,532,,Male,Ripe,1
4/20/2017,Cripple Creek,532,,Female,Hard,1
4/13/2018,Shadow Brook,532,1544,Male,Ripe,1
4/17/2018,Hayden Creek,532,1430,Male,Ripe,1
4/16/2019,Shadow Brook,532,,Male,Ripe,1
4/16/2019,Shadow Brook,532,,Male,Ripe,1
4/16/2019,Shadow Brook,532,,Male,Ripe,1
4/17/2019,Shadow Brook,532,,Male,Ripe,1
4/17/2009,Cripple Creek,533,,Female,Ripe,1
4/16/2013,Hayden Creek,533,,Male,Ripe,1
4/17/2013,Shadow Brook,533,,Male,Ripe,1
4/14/2017,Shadow Brook,533,,Male,Ripe,1
4/14/2017,Shadow Brook,533,,Male,Ripe,1
4/11/2018,Shadow Brook,533,,Male,Ripe,1
4/18/2018,Shadow Brook,533,,Male,Ripe,1
4/19/2018,Shadow Brook,533,1622,Female,Ripe,1
4/24/2018,Shadow Brook,533,1340,Male,Ripe,1
4/9/2019,Shadow Brook,533,,Male,Ripe,1
4/17/2019,Cripple Creek,533,,Male,Ripe,1
4/17/2019,Shadow Brook,533,,Male,Ripe,1
4/15/2013,Shadow Brook,534,,Female,Ripe,1
4/16/2013,Shadow Brook,534,,Male,Ripe,1
4/17/2013,Shadow Brook,534,,Male,Ripe,1
4/10/2017,Shadow Brook,534,,Male,Ripe,1
4/14/2017,Cripple Creek,534,,Male,Ripe,1
4/18/2018,Shadow Brook,534,,Female,Ripe,1
4/10/2019,Shadow Brook,534,,Male,Ripe,1
4/16/2019,Shadow Brook,534,,Male,Ripe,1
4/17/2019,Shadow Brook,534,,Male,Ripe,1
4/14/2009,Hayden Creek,535,,Male,Ripe,1
4/17/2009,Shadow Brook,535,,Male,Ripe,1
4/21/2013,Shadow Brook,535,,Male,Ripe,1
4/19/2018,Shadow Brook,535,1370,Female,Ripe,1
4/26/2018,Shadow Brook,535,1352,Male,Ripe,1
4/5/2009,Hayden Creek,536,,Male,Ripe,1
4/5/2009,Shadow Brook,536,,Female,Ripe,1
4/12/2009,Shadow Brook,536,,Female,Spent,1
4/16/2009,Cripple Creek,536,,Male,Ripe,1
4/15/2013,Hayden Creek,536,,Male,Ripe,1
4/17/2013,Hayden Creek,536,,Male,Ripe,1
4/10/2017,Shadow Brook,536,,Male,Ripe,1
4/10/2018,Shadow Brook,536,,Male,Ripe,1
4/18/2018,Shadow Brook,536,,Male,Ripe,1
4/26/2018,Shadow Brook,536,1458,Male,Ripe,1
4/17/2019,Shadow Brook,536,,Male,Ripe,1
4/5/2009,Hayden Creek,537,,Male,Ripe,1
4/12/2009,Hayden Creek,537,,Female,Ripe,1
4/12/2009,Shadow Brook,537,,Male,Ripe,1
4/16/2009,Cripple Creek,537,,Male,Ripe,1
4/15/2013,Shadow Brook,537,,Male,Ripe,1
4/15/2013,Shadow Brook,537,,Female,Ripe,1
4/12/2017,Hayden Creek,537,,Male,Ripe,1
4/12/2017,Hayden Creek,537,,Male,Ripe,1
4/17/2018,Hayden Creek,537,1404,Male,Ripe,1
4/18/2018,Shadow Brook,537,,Female,Ripe,1
4/16/2019,Shadow Brook,537,,Male,Ripe,1
4/17/2019,Shadow Brook,537,,Male,Ripe,1
4/18/2019,Shadow Brook,537,,Male,Ripe,1
4/16/2009,Cripple Creek,538,,Male,Ripe,1
4/10/2017,Shadow Brook,538,,Male,Ripe,1
4/5/2009,Hayden Creek,539,,Male,Ripe,1
4/5/2009,Hayden Creek,539,,Male,Ripe,1
4/7/2009,Hayden Creek,539,1588,Male,Ripe,1
4/7/2009,Shadow Brook,539,1857,Female,Hard,1
4/15/2013,Shadow Brook,539,,Male,Ripe,1
4/17/2013,Hayden Creek,539,,Male,Ripe,1
4/10/2017,Hayden Creek,539,,Male,Ripe,1
4/10/2017,Hayden Creek,539,,Male,Ripe,1
4/12/2017,Hayden Creek,539,,Male,Ripe,1
4/12/2017,Hayden Creek,539,,Male,Ripe,1
4/8/2019,Shadow Brook,539,,Male,Ripe,1
4/9/2019,Shadow Brook,539,,Male,Ripe,1
4/9/2019,Shadow Brook,539,,Female,Hard,1
4/5/2009,Hayden Creek,540,,Male,Ripe,1
4/5/2009,Hayden Creek,540,,Male,Ripe,1
4/16/2009,Cripple Creek,540,,Male,Ripe,1
4/15/2013,Hayden Creek,540,,Male,Hard,1
4/11/2017,Shadow Brook,540,,Male,Ripe,1
4/5/2009,Hayden Creek,541,,Male,Ripe,1
4/10/2017,Shadow Brook,541,,Male,Ripe,1
4/11/2017,Shadow Brook,541,,Male,Ripe,1
4/19/2018,Shadow Brook,541,1592,Male,Ripe,1
4/13/2019,Shadow Brook,541,,Male,Ripe,1
4/16/2019,Shadow Brook,541,,Male,Ripe,1
4/18/2019,Shadow Brook,541,,Male,Ripe,1
4/5/2009,Shadow Brook,542,,Male,Ripe,1
4/9/2009,Hayden Creek,542,1616,Male,Ripe,1
4/10/2017,Hayden Creek,542,,Male,Ripe,1
4/11/2017,Shadow Brook,542,,Male,Ripe,1
4/12/2017,Hayden Creek,542,,Male,Ripe,1
4/16/2019,Shadow Brook,542,,Male,Ripe,1
4/17/2009,Shadow Brook,543,,Male,Ripe,1
4/14/2017,Shadow Brook,543,,Male,Ripe,1
4/17/2019,Shadow Brook,543,,Male,Ripe,1
4/5/2009,Hayden Creek,544,,Female,Ripe,1
4/7/2009,Hayden Creek,544,1701,Male,Ripe,1
4/9/2009,Hayden Creek,544,1503,Male,Ripe,1
4/9/2009,Hayden Creek,544,1871,Male,Hard,1
4/9/2009,Hayden Creek,544,1701,Female,Ripe,1
4/16/2013,Hayden Creek,544,,Male,Ripe,1
4/13/2017,Cripple Creek,544,,Male,Ripe,1
4/11/2018,Shadow Brook,544,,Female,Ripe,1
4/12/2018,Shadow Brook,544,,Male,Ripe,1
4/15/2018,Shadow Brook,544,1506,Female,Ripe,1
4/15/2018,Shadow Brook,544,1486,Male,Ripe,1
4/16/2019,Shadow Brook,544,,Male,Ripe,1
4/5/2009,Hayden Creek,545,,Female,Ripe,1
4/12/2009,Leatherstocking Creek,545,,Male,Ripe,1
4/17/2013,Hayden Creek,545,,Male,Ripe,1
4/17/2013,Hayden Creek,545,,Male,Ripe,1
4/10/2017,Shadow Brook,545,,Male,Ripe,1
4/19/2018,Shadow Brook,545,1402,Male,Ripe,1
4/17/2019,Cripple Creek,545,,Male,Ripe,1
4/5/2009,Hayden Creek,546,,Male,Ripe,1
4/7/2009,Shadow Brook,546,1758,Female,Hard,1
4/16/2009,Cripple Creek,546,,Male,Ripe,1
4/18/2009,Shadow Brook,546,,Male,Ripe,1
4/17/2013,Hayden Creek,546,,Male,Ripe,1
4/18/2013,Shadow Brook,546,,Female,Spent,1
4/18/2013,Shadow Brook,546,,Male,Ripe,1
4/22/2013,Shadow Brook,546,,Female,Spent,1
4/10/2017,Shadow Brook,546,,Male,Ripe,1
4/10/2017,Shadow Brook,546,,Male,Ripe,1
4/18/2018,Shadow Brook,546,,Female,Ripe,1
4/23/2018,Hayden Creek,546,,Female,Ripe,1
4/16/2019,Cripple Creek,546,,Male,Ripe,1
4/16/2019,Shadow Brook,546,,Male,Ripe,1
4/5/2009,Hayden Creek,547,,Male,Ripe,1
4/17/2013,Shadow Brook,547,,Male,Ripe,1
4/18/2018,Shadow Brook,547,,Male,Ripe,1
4/5/2009,Hayden Creek,548,,Male,Ripe,1
4/16/2009,Cripple Creek,548,,Male,Ripe,1
4/17/2009,Cripple Creek,548,,Male,Ripe,1
4/15/2013,Shadow Brook,548,,Male,Hard,1
4/18/2013,Shadow Brook,548,,Male,Ripe,1
4/10/2017,Shadow Brook,548,,Male,Ripe,1
4/17/2017,Shadow Brook,548,,Male,Ripe,1
4/11/2018,Shadow Brook,548,,Female,Hard,1
4/13/2019,Shadow Brook,548,,Male,Ripe,1
4/7/2009,Hayden Creek,550,1644,Male,Hard,1
4/16/2009,Cripple Creek,550,,Male,Spent,1
4/15/2013,Shadow Brook,550,,Female,Spent,1
4/11/2017,Shadow Brook,550,,Male,Ripe,1
4/16/2013,Hayden Creek,551,,Male,Ripe,1
4/10/2017,Shadow Brook,551,,Female,Ripe,1
4/10/2018,Shadow Brook,551,,Male,Ripe,1
4/18/2018,Shadow Brook,551,,Male,Ripe,1
4/18/2009,Shadow Brook,552,,Male,Ripe,1
4/17/2013,Hayden Creek,552,,Male,Ripe,1
4/10/2017,Shadow Brook,552,,Male,Ripe,1
4/18/2019,Cripple Creek,552,,Male,Ripe,1
4/5/2009,Shadow Brook,553,,Male,Ripe,1
4/10/2009,Hayden Creek,553,,Female,Ripe,1
4/16/2009,Cripple Creek,553,,Male,Ripe,1
4/19/2018,Shadow Brook,553,1742,Female,Ripe,1
4/11/2019,Shadow Brook,553,,Female,Hard,1
4/22/2019,Shadow Brook,553,,Male,Ripe,1
4/16/2009,Cripple Creek,554,,Male,Ripe,1
4/10/2018,Shadow Brook,554,,Male,Ripe,1
4/10/2018,Shadow Brook,554,,Female,Ripe,1
4/19/2018,Shadow Brook,554,1716,Female,Ripe,1
4/23/2018,Shadow Brook,554,,Male,Ripe,1
4/16/2019,Shadow Brook,554,,Female,Ripe,1
4/23/2018,Shadow Brook,555,,Male,Ripe,1
4/26/2018,Shadow Brook,555,1671,Male,Ripe,1
4/13/2019,Hayden Creek,555,,Female,S,1
4/18/2019,Shadow Brook,555,,Male,Ripe,1
4/12/2009,Hayden Creek,556,,Male,Ripe,1
4/12/2009,Shadow Brook,556,,Male,Ripe,1
4/14/2009,Hayden Creek,556,,Male,Ripe,1
4/16/2009,Cripple Creek,556,,Male,Spent,1
4/17/2013,Hayden Creek,556,,Female,Ripe,1
4/10/2017,Shadow Brook,556,,Male,Ripe,1
4/11/2017,Shadow Brook,556,,Male,Ripe,1
4/12/2018,Shadow Brook,556,,Female,Ripe,1
4/13/2018,Shadow Brook,556,1664,Male,Ripe,1
4/26/2018,Shadow Brook,556,1563,Male,Ripe,1
4/17/2019,Shadow Brook,556,,Female,Ripe,1
4/5/2009,Hayden Creek,557,,Male,Ripe,1
4/7/2009,Hayden Creek,557,1871,Male,Ripe,1
4/9/2009,Hayden Creek,557,1559,Female,Ripe,1
4/12/2009,Shadow Brook,557,,Male,Hard,1
4/17/2013,Shadow Brook,557,,Female,Spent,1
4/10/2017,Shadow Brook,557,,Female,Ripe,1
4/12/2017,Hayden Creek,557,,Male,Ripe,1
4/12/2017,Hayden Creek,557,,Male,Ripe,1
4/12/2017,Shadow Brook,557,,Female,Ripe,1
4/10/2018,Shadow Brook,557,,Male,Ripe,1
4/12/2009,Shadow Brook,558,,Male,Ripe,1
4/16/2009,Cripple Creek,558,,Male,Spent,1
4/17/2009,Shadow Brook,558,,Male,Ripe,1
4/5/2009,Hayden Creek,559,,Male,Ripe,1
4/10/2009,Hayden Creek,559,,Female,Ripe,1
4/12/2009,Shadow Brook,559,,Female,Ripe,1
4/12/2009,Shadow Brook,559,,Female,Ripe,1
4/17/2013,Shadow Brook,559,,Male,Ripe,1
4/10/2017,Hayden Creek,559,,Male,Ripe,1
4/10/2017,Shadow Brook,559,,Female,Spent,1
4/26/2018,Shadow Brook,559,1580,Male,Ripe,1
4/17/2009,Shadow Brook,560,,Male,Ripe,1
4/11/2019,Shadow Brook,560,,Male,Ripe,1
4/11/2019,Shadow Brook,560,,Female,Hard,1
4/14/2009,Hayden Creek,561,,Male,Ripe,1
4/16/2009,Cripple Creek,561,,Male,Ripe,1
4/18/2009,Shadow Brook,561,,Male,Spent,1
4/18/2009,Shadow Brook,561,,Male,Ripe,1
4/20/2009,Leatherstocking Creek,561,,Female,Ripe,1
4/18/2013,Shadow Brook,561,,Male,Ripe,1
4/7/2009,Shadow Brook,562,,Male,Ripe,1
4/12/2009,Leatherstocking Creek,562,,Female,Ripe,1
4/12/2009,Leatherstocking Creek,562,,Female,Ripe,1
4/15/2013,Shadow Brook,562,,Male,Hard,1
4/12/2017,Shadow Brook,562,,Female,Ripe,1
4/8/2019,Shadow Brook,562,,Female,Hard,1
4/12/2017,Shadow Brook,563,,Male,Ripe,1
4/18/2013,Shadow Brook,564,,Male,Ripe,1
4/10/2017,Shadow Brook,564,,Female,Spent,1
4/12/2017,Shadow Brook,564,,Male,Ripe,1
4/23/2018,Shadow Brook,564,,Male,Ripe,1
4/24/2018,Shadow Brook,564,1663,Female,Ripe,1
4/5/2009,Hayden Creek,565,,Female,Ripe,1
4/7/2009,Hayden Creek,565,1077,Male,Ripe,1
4/11/2017,Shadow Brook,565,,Male,Ripe,1
4/18/2018,Shadow Brook,565,,Female,Ripe,1
4/11/2019,Shadow Brook,565,,Female,Ripe,1
4/17/2013,Shadow Brook,566,,Female,Hard,1
4/17/2013,Shadow Brook,566,,Female,Spent,1
4/10/2017,Shadow Brook,566,,Male,Ripe,1
4/11/2017,Shadow Brook,566,,Female,Hard,1
4/12/2017,Hayden Creek,566,,Female,Ripe,1
4/30/2018,Shadow Brook,566,1619,Male,Ripe,1
4/10/2019,Shadow Brook,566,,Male,Ripe,1
4/15/2013,Shadow Brook,567,,Male,Ripe,1
4/17/2013,Shadow Brook,567,,Male,Ripe,1
4/26/2018,Shadow Brook,567,1694,Male,Ripe,1
4/11/2018,Shadow Brook,569,,Male,Ripe,1
4/17/2019,Hayden Creek,569,,Female,Ripe,1
4/11/2019,Shadow Brook,570,,Female,Ripe,1
4/9/2019,Shadow Brook,570,,Female,Hard,1
4/11/2017,Shadow Brook,571,,Male,Ripe,1
4/11/2018,Shadow Brook,571,,Male,Ripe,1
4/16/2009,Cripple Creek,572,,Male,Spent,1
4/10/2017,Shadow Brook,572,,Male,Ripe,1
4/12/2017,Hayden Creek,572,,Male,Ripe,1
4/7/2009,Hayden Creek,573,,Female,Ripe,1
4/12/2017,Hayden Creek,573,,Male,Ripe,1
4/17/2019,Shadow Brook,573,,Female,Ripe,1
4/5/2009,Hayden Creek,574,,Male,Ripe,1
4/14/2009,Hayden Creek,574,,Female,Ripe,1
4/18/2009,Shadow Brook,574,,Male,Ripe,1
4/23/2018,Hayden Creek,574,,Female,Ripe,1
4/11/2019,Shadow Brook,574,,Female,Hard,1
4/13/2019,Shadow Brook,574,,Female,Hard,1
4/18/2018,Shadow Brook,575,,Female,Ripe,1
4/9/2019,Shadow Brook,575,,Female,Hard,1
4/18/2013,Shadow Brook,576,,Male,Ripe,1
4/10/2017,Shadow Brook,576,,Male,Ripe,1
4/12/2017,Shadow Brook,576,,Male,Ripe,1
4/12/2017,Shadow Brook,576,,Female,Spent,1
4/14/2017,Cripple Creek,576,,Male,Ripe,1
4/17/2019,Shadow Brook,576,,Female,Ripe,1
4/12/2009,Hayden Creek,577,,Female,Ripe,1
4/16/2009,Cripple Creek,577,,Male,Ripe,1
4/18/2018,Shadow Brook,578,,Female,Ripe,1
4/13/2019,Shadow Brook,579,,Male,Ripe,1
4/10/2009,Hayden Creek,580,,Female,Ripe,1
4/23/2018,Shadow Brook,581,,Female,Ripe,1
4/11/2019,Shadow Brook,581,,Female,Hard,1
4/5/2009,Hayden Creek,582,,Male,Hard,1
4/10/2009,Hayden Creek,582,,Male,Ripe,1
4/11/2019,Shadow Brook,582,,Male,Ripe,1
4/8/2019,Cripple Creek,582,,Female,Hard,1
4/17/2009,Cripple Creek,583,,Male,Ripe,1
4/13/2018,Shadow Brook,583,2038,Female,Ripe,1
4/10/2009,Hayden Creek,584,,Female,Ripe,1
4/21/2013,Shadow Brook,584,,Male,Ripe,1
4/11/2017,Shadow Brook,584,,Female,Hard,1
4/5/2009,Hayden Creek,586,,Female,Hard,1
4/12/2009,Leatherstocking Creek,586,,Female,Ripe,1
4/17/2017,Shadow Brook,586,,Male,Ripe,1
4/13/2017,Cripple Creek,587,,Female,Hard,1
4/11/2018,Shadow Brook,587,,Female,Ripe,1
4/10/2017,Hayden Creek,588,,Male,Ripe,1
4/11/2017,Shadow Brook,589,,Male,Ripe,1
4/12/2017,Hayden Creek,589,,Female,Ripe,1
4/15/2018,Hayden Creek,589,,Female,Ripe,1
4/16/2019,Shadow Brook,589,,Female,Ripe,1
4/16/2009,Cripple Creek,590,,Male,Spent,1
4/12/2009,Shadow Brook,591,,Male,Hard,1
4/5/2009,Hayden Creek,592,,Female,Ripe,1
4/21/2013,Shadow Brook,592,,Male,Ripe,1
4/12/2009,Shadow Brook,593,,Female,Ripe,1
4/11/2017,Shadow Brook,593,,Female,Hard,1
4/18/2019,Shadow Brook,593,,Female,Ripe,1
4/18/2019,Shadow Brook,593,,Female,Ripe,1
4/12/2009,Leatherstocking Creek,594,,Female,Hard,1
4/15/2018,Hayden Creek,594,,Female,Ripe,1
4/7/2009,Hayden Creek,596,2098,Male,Hard,1
4/14/2017,Hayden Creek,596,,Female,Ripe,1
4/11/2017,Shadow Brook,598,,Female,Ripe,1
4/5/2009,Hayden Creek,601,,Female,Ripe,1
4/18/2017,Shadow Brook,601,,Female,Ripe,1
4/10/2018,Shadow Brook,601,,Female,Ripe,1
4/18/2018,Shadow Brook,602,,Female,Ripe,1
4/5/2009,Shadow Brook,603,,Female,Hard,1
4/7/2009,Shadow Brook,604,,Female,Hard,1
4/16/2009,Cripple Creek,605,,Female,Ripe,1
4/11/2017,Shadow Brook,605,,Female,Hard,1
4/17/2018,Hayden Creek,606,2238,Female,Ripe,1
4/16/2009,Cripple Creek,608,,Male,Ripe,1
4/5/2009,Hayden Creek,609,,Female,Hard,1
4/5/2009,Hayden Creek,609,,Female,Hard,1
4/12/2009,Shadow Brook,610,,Male,Spent,1
4/17/2013,Hayden Creek,611,,Female,Ripe,1
4/11/2017,Shadow Brook,611,,Female,Hard,1
4/10/2019,Shadow Brook,612,,Female,Ripe,1
4/5/2009,Hayden Creek,613,,Female,Hard,1
4/10/2017,Shadow Brook,614,,Female,Hard,1
4/7/2009,Hayden Creek,616,,Female,Ripe,1
4/17/2019,Shadow Brook,617,,Female,S,1
4/8/2019,Shadow Brook,619,,Female,Hard,1
4/9/2019,Shadow Brook,620,,Female,Hard,1
4/9/2019,Shadow Brook,623,,Female,Hard,1
4/16/2013,Shadow Brook,624,,Female,Ripe,1
4/16/2013,Hayden Creek,628,,Female,Ripe,1
4/17/2013,Hayden Creek,632,,Female,Ripe,1
4/9/2019,Hayden Creek,636,,Female,Hard,1
4/12/2009,Leatherstocking Creek,639,,Female,Ripe,1
4/5/2009,Hayden Creek,641,,Female,Ripe,1
4/5/2009,Hayden Creek,644,,Female,Ripe,1
4/7/2009,Hayden Creek,645,,Female,Ripe,1
4/13/2017,Cripple Creek,646,,Female,Hard,1
4/8/2019,Shadow Brook,647,,Female,Hard,1
4/5/2009,Hayden Creek,653,,Female,Ripe,1
4/12/2017,Shadow Brook,654,,Female,Ripe,1
4/10/2019,Shadow Brook,661,,Female,Ripe,1
4/11/2019,Shadow Brook,664,,Female,Hard,1
