Sex,Age,Length,yearCollected,backCalculated,Mass
B,1,13,2010,TRUE,
B,1,15,2010,TRUE,
B,1,15,2010,TRUE,
B,1,15,2010,TRUE,
B,1,15,2010,TRUE,
B,1,15,2010,TRUE,
B,1,16,2010,TRUE,
B,1,16,2010,TRUE,
B,1,16,2010,TRUE,
B,1,16,2010,TRUE,
B,1,16,2010,TRUE,
B,1,16,2010,TRUE,
B,1,16,2010,TRUE,
B,1,16,2010,TRUE,
B,1,16,2010,TRUE,
R,1,16,2010,TRUE,
R,1,16,2010,TRUE,
B,1,17,2010,TRUE,
B,1,17,2010,TRUE,
B,1,17,2010,TRUE,
B,1,17,2010,TRUE,
B,1,17,2010,TRUE,
B,1,17,2010,TRUE,
B,1,17,2010,TRUE,
B,1,17,2010,TRUE,
B,1,17,2010,TRUE,
B,1,17,2010,TRUE,
B,1,17,2010,TRUE,
B,1,17,2010,TRUE,
B,1,17,2010,TRUE,
R,1,17,2010,TRUE,
R,1,17,2010,TRUE,
B,1,18,2010,TRUE,
B,1,18,2010,TRUE,
B,1,18,2010,TRUE,
B,1,18,2010,TRUE,
B,1,18,2010,TRUE,
B,1,18,2010,TRUE,
B,1,18,2010,TRUE,
B,1,18,2010,TRUE,
B,1,18,2010,TRUE,
B,1,18,2010,TRUE,
B,1,18,2010,TRUE,
B,1,18,2010,TRUE,
B,1,18,2010,TRUE,
B,1,18,2010,TRUE,
B,1,18,2010,TRUE,
B,1,18,2010,TRUE,
B,1,18,2010,TRUE,
B,1,18,2010,TRUE,
B,1,18,2010,TRUE,
B,1,18,2010,TRUE,
B,1,18,2010,TRUE,
B,1,18,2010,TRUE,
B,1,18,2010,TRUE,
B,1,18,2010,TRUE,
R,1,18,2010,TRUE,
R,1,18,2010,TRUE,
R,1,18,2010,TRUE,
R,1,18,2010,TRUE,
R,1,18,2010,TRUE,
B,1,19,2010,TRUE,
B,1,19,2010,TRUE,
B,1,19,2010,TRUE,
B,1,19,2010,TRUE,
B,1,19,2010,TRUE,
B,1,19,2010,TRUE,
B,1,19,2010,TRUE,
B,1,19,2010,TRUE,
B,1,19,2010,TRUE,
B,1,19,2010,TRUE,
B,1,19,2010,TRUE,
B,1,19,2010,TRUE,
B,1,19,2010,TRUE,
B,1,19,2010,TRUE,
B,1,19,2010,TRUE,
B,1,19,2010,TRUE,
B,1,19,2010,TRUE,
B,1,19,2010,TRUE,
B,1,19,2010,TRUE,
B,1,19,2010,TRUE,
B,1,19,2010,TRUE,
B,1,19,2010,TRUE,
B,1,19,2010,TRUE,
B,1,19,2010,TRUE,
B,1,19,2010,TRUE,
B,1,19,2010,TRUE,
B,1,19,2010,TRUE,
R,1,19,2010,TRUE,
R,1,19,2010,TRUE,
B,1,20,2010,TRUE,
B,1,20,2010,TRUE,
B,1,20,2010,TRUE,
B,1,20,2010,TRUE,
B,1,20,2010,TRUE,
B,1,20,2010,TRUE,
B,1,20,2010,TRUE,
B,1,20,2010,TRUE,
B,1,20,2010,TRUE,
B,1,20,2010,TRUE,
B,1,20,2010,TRUE,
B,1,20,2010,TRUE,
B,1,20,2010,TRUE,
B,1,20,2010,TRUE,
B,1,20,2010,TRUE,
B,1,20,2010,TRUE,
B,1,20,2010,TRUE,
B,1,20,2010,TRUE,
B,1,20,2010,TRUE,
B,1,20,2010,TRUE,
B,1,20,2010,TRUE,
B,1,20,2010,TRUE,
B,1,20,2010,TRUE,
R,1,20,2010,TRUE,
R,1,20,2010,TRUE,
R,1,20,2010,TRUE,
R,1,20,2010,TRUE,
R,1,20,2010,TRUE,
R,1,20,2010,TRUE,
R,1,20,2010,TRUE,
R,1,20,2010,TRUE,
R,1,20,2010,TRUE,
R,1,20,2010,TRUE,
R,1,20,2010,TRUE,
R,1,20,2010,TRUE,
R,1,20,2010,TRUE,
R,1,20,2010,TRUE,
R,1,20,2010,TRUE,
R,1,20,2010,TRUE,
R,1,20,2010,TRUE,
R,1,20,2010,TRUE,
R,1,20,2010,TRUE,
B,1,21,2010,TRUE,
B,1,21,2010,TRUE,
B,1,21,2010,TRUE,
B,1,21,2010,TRUE,
B,1,21,2010,TRUE,
B,1,21,2010,TRUE,
B,1,21,2010,TRUE,
B,1,21,2010,TRUE,
B,1,21,2010,TRUE,
B,1,21,2010,TRUE,
B,1,21,2010,TRUE,
B,1,21,2010,TRUE,
B,1,21,2010,TRUE,
B,1,21,2010,TRUE,
B,1,21,2010,TRUE,
B,1,21,2010,TRUE,
B,1,21,2010,TRUE,
B,1,21,2010,TRUE,
B,1,21,2010,TRUE,
B,1,21,2010,TRUE,
B,1,21,2010,TRUE,
B,1,21,2010,TRUE,
B,1,21,2010,TRUE,
B,1,21,2010,TRUE,
B,1,21,2010,TRUE,
B,1,21,2010,TRUE,
B,1,21,2010,TRUE,
B,1,21,2010,TRUE,
B,1,21,2010,TRUE,
B,1,21,2010,TRUE,
B,1,21,2010,TRUE,
B,1,21,2010,TRUE,
B,1,21,2010,TRUE,
B,1,21,2010,TRUE,
B,1,21,2010,TRUE,
B,1,21,2010,TRUE,
B,1,21,2010,TRUE,
B,1,21,2010,TRUE,
R,1,21,2010,TRUE,
R,1,21,2010,TRUE,
R,1,21,2010,TRUE,
R,1,21,2010,TRUE,
R,1,21,2010,TRUE,
R,1,21,2010,TRUE,
R,1,21,2010,TRUE,
R,1,21,2010,TRUE,
R,1,21,2010,TRUE,
R,1,21,2010,TRUE,
R,1,21,2010,TRUE,
R,1,21,2010,TRUE,
R,1,21,2010,TRUE,
R,1,21,2010,TRUE,
R,1,21,2010,TRUE,
R,1,21,2010,TRUE,
R,1,21,2010,TRUE,
R,1,21,2010,TRUE,
R,1,21,2010,TRUE,
B,2,21,2010,TRUE,
B,1,22,2010,TRUE,
B,1,22,2010,TRUE,
B,1,22,2010,TRUE,
B,1,22,2010,TRUE,
B,1,22,2010,TRUE,
B,1,22,2010,TRUE,
B,1,22,2010,TRUE,
B,1,22,2010,TRUE,
B,1,22,2010,TRUE,
B,1,22,2010,TRUE,
B,1,22,2010,TRUE,
B,1,22,2010,TRUE,
B,1,22,2010,TRUE,
B,1,22,2010,TRUE,
B,1,22,2010,TRUE,
B,1,22,2010,TRUE,
B,1,22,2010,TRUE,
B,1,22,2010,TRUE,
B,1,22,2010,TRUE,
B,1,22,2010,TRUE,
B,1,22,2010,TRUE,
B,1,22,2010,TRUE,
B,1,22,2010,TRUE,
B,1,22,2010,TRUE,
B,1,22,2010,TRUE,
R,1,22,2010,TRUE,
R,1,22,2010,TRUE,
R,1,22,2010,TRUE,
R,1,22,2010,TRUE,
R,1,22,2010,TRUE,
R,1,22,2010,TRUE,
R,1,22,2010,TRUE,
R,1,22,2010,TRUE,
R,1,22,2010,TRUE,
R,1,22,2010,TRUE,
R,1,22,2010,TRUE,
R,1,22,2010,TRUE,
R,1,22,2010,TRUE,
R,1,22,2010,TRUE,
B,2,22,2010,TRUE,
B,1,23,2010,TRUE,
B,1,23,2010,TRUE,
B,1,23,2010,TRUE,
B,1,23,2010,TRUE,
B,1,23,2010,TRUE,
B,1,23,2010,TRUE,
B,1,23,2010,TRUE,
B,1,23,2010,TRUE,
B,1,23,2010,TRUE,
B,1,23,2010,TRUE,
B,1,23,2010,TRUE,
B,1,23,2010,TRUE,
B,1,23,2010,TRUE,
B,1,23,2010,TRUE,
B,1,23,2010,TRUE,
B,1,23,2010,TRUE,
B,1,23,2010,TRUE,
B,1,23,2010,TRUE,
B,1,23,2010,TRUE,
B,1,23,2010,TRUE,
B,1,23,2010,TRUE,
B,1,23,2010,TRUE,
B,1,23,2010,TRUE,
B,1,23,2010,TRUE,
B,1,23,2010,TRUE,
B,1,23,2010,TRUE,
B,1,23,2010,TRUE,
B,1,23,2010,TRUE,
B,1,23,2010,TRUE,
B,1,23,2010,TRUE,
B,1,23,2010,TRUE,
B,1,23,2010,TRUE,
B,1,23,2010,TRUE,
B,1,23,2010,TRUE,
B,1,23,2010,TRUE,
B,1,23,2010,TRUE,
B,1,23,2010,TRUE,
B,1,23,2010,TRUE,
R,1,23,2010,TRUE,
R,1,23,2010,TRUE,
R,1,23,2010,TRUE,
R,1,23,2010,TRUE,
R,1,23,2010,TRUE,
R,1,23,2010,TRUE,
R,1,23,2010,TRUE,
R,1,23,2010,TRUE,
R,1,23,2010,TRUE,
R,1,23,2010,TRUE,
R,1,23,2010,TRUE,
R,1,23,2010,TRUE,
R,1,23,2010,TRUE,
R,1,23,2010,TRUE,
R,1,23,2010,TRUE,
R,1,23,2010,TRUE,
R,1,23,2010,TRUE,
R,1,23,2010,TRUE,
R,1,23,2010,TRUE,
R,1,23,2010,TRUE,
B,2,23,2010,TRUE,
B,1,24,2010,TRUE,
B,1,24,2010,TRUE,
B,1,24,2010,TRUE,
B,1,24,2010,TRUE,
B,1,24,2010,TRUE,
B,1,24,2010,TRUE,
B,1,24,2010,TRUE,
B,1,24,2010,TRUE,
B,1,24,2010,TRUE,
B,1,24,2010,TRUE,
B,1,24,2010,TRUE,
B,1,24,2010,TRUE,
B,1,24,2010,TRUE,
B,1,24,2010,TRUE,
B,1,24,2010,TRUE,
B,1,24,2010,TRUE,
B,1,24,2010,TRUE,
B,1,24,2010,TRUE,
B,1,24,2010,TRUE,
B,1,24,2010,TRUE,
B,1,24,2010,TRUE,
B,1,24,2010,TRUE,
B,1,24,2010,TRUE,
B,1,24,2010,TRUE,
B,1,24,2010,TRUE,
B,1,24,2010,TRUE,
B,1,24,2010,TRUE,
B,1,24,2010,TRUE,
B,1,24,2010,TRUE,
B,1,24,2010,TRUE,
B,1,24,2010,TRUE,
R,1,24,2010,TRUE,
R,1,24,2010,TRUE,
R,1,24,2010,TRUE,
R,1,24,2010,TRUE,
R,1,24,2010,TRUE,
R,1,24,2010,TRUE,
R,1,24,2010,TRUE,
R,1,24,2010,TRUE,
R,1,24,2010,TRUE,
R,1,24,2010,TRUE,
R,1,24,2010,TRUE,
R,1,24,2010,TRUE,
R,1,24,2010,TRUE,
R,1,24,2010,TRUE,
R,1,24,2010,TRUE,
R,1,24,2010,TRUE,
R,1,24,2010,TRUE,
R,1,24,2010,TRUE,
R,1,24,2010,TRUE,
B,2,24,2010,TRUE,
B,2,24,2010,TRUE,
B,2,24,2010,TRUE,
B,2,24,2010,TRUE,
B,2,24,2010,TRUE,
B,2,24,2010,TRUE,
B,2,24,2010,TRUE,
B,2,24,2010,TRUE,
B,2,24,2010,TRUE,
R,2,24,2010,TRUE,
R,2,24,2010,TRUE,
B,1,25,2010,TRUE,
B,1,25,2010,TRUE,
B,1,25,2010,TRUE,
B,1,25,2010,TRUE,
B,1,25,2010,TRUE,
B,1,25,2010,TRUE,
B,1,25,2010,TRUE,
B,1,25,2010,TRUE,
B,1,25,2010,TRUE,
B,1,25,2010,TRUE,
B,1,25,2010,TRUE,
B,1,25,2010,TRUE,
B,1,25,2010,TRUE,
B,1,25,2010,TRUE,
B,1,25,2010,TRUE,
B,1,25,2010,TRUE,
B,1,25,2010,TRUE,
B,1,25,2010,TRUE,
B,1,25,2010,TRUE,
B,1,25,2010,TRUE,
B,1,25,2010,TRUE,
R,1,25,2010,TRUE,
R,1,25,2010,TRUE,
R,1,25,2010,TRUE,
R,1,25,2010,TRUE,
R,1,25,2010,TRUE,
R,1,25,2010,TRUE,
R,1,25,2010,TRUE,
R,1,25,2010,TRUE,
R,1,25,2010,TRUE,
R,1,25,2010,TRUE,
R,1,25,2010,TRUE,
B,2,25,2010,TRUE,
B,2,25,2010,TRUE,
B,2,25,2010,TRUE,
B,2,25,2010,TRUE,
B,2,25,2010,TRUE,
B,2,25,2010,TRUE,
B,2,25,2010,TRUE,
B,2,25,2010,TRUE,
B,2,25,2010,TRUE,
B,2,25,2010,TRUE,
B,2,25,2010,TRUE,
B,2,25,2010,TRUE,
B,2,25,2010,TRUE,
B,2,25,2010,TRUE,
R,2,25,2010,TRUE,
B,1,26,2010,TRUE,
B,1,26,2010,TRUE,
B,1,26,2010,TRUE,
B,1,26,2010,TRUE,
B,1,26,2010,TRUE,
B,1,26,2010,TRUE,
B,1,26,2010,TRUE,
B,1,26,2010,TRUE,
B,1,26,2010,TRUE,
B,1,26,2010,TRUE,
B,1,26,2010,TRUE,
B,1,26,2010,TRUE,
B,1,26,2010,TRUE,
B,1,26,2010,TRUE,
B,1,26,2010,TRUE,
B,1,26,2010,TRUE,
B,1,26,2010,TRUE,
B,1,26,2010,TRUE,
B,1,26,2010,TRUE,
R,1,26,2010,TRUE,
R,1,26,2010,TRUE,
R,1,26,2010,TRUE,
R,1,26,2010,TRUE,
R,1,26,2010,TRUE,
R,1,26,2010,TRUE,
R,1,26,2010,TRUE,
R,1,26,2010,TRUE,
R,1,26,2010,TRUE,
B,2,26,2010,TRUE,
B,2,26,2010,TRUE,
B,2,26,2010,TRUE,
B,2,26,2010,TRUE,
B,2,26,2010,TRUE,
B,2,26,2010,TRUE,
B,2,26,2010,TRUE,
B,2,26,2010,TRUE,
B,2,26,2010,TRUE,
B,2,26,2010,TRUE,
B,2,26,2010,TRUE,
B,2,26,2010,TRUE,
B,2,26,2010,TRUE,
B,2,26,2010,TRUE,
B,2,26,2010,TRUE,
B,2,26,2010,TRUE,
R,2,26,2010,TRUE,
B,1,27,2010,TRUE,
B,1,27,2010,TRUE,
B,1,27,2010,TRUE,
B,1,27,2010,TRUE,
B,1,27,2010,TRUE,
B,1,27,2010,TRUE,
B,1,27,2010,TRUE,
B,1,27,2010,TRUE,
B,1,27,2010,TRUE,
B,1,27,2010,TRUE,
B,1,27,2010,TRUE,
R,1,27,2010,TRUE,
R,1,27,2010,TRUE,
B,2,27,2010,TRUE,
B,2,27,2010,TRUE,
B,2,27,2010,TRUE,
B,2,27,2010,TRUE,
B,2,27,2010,TRUE,
B,2,27,2010,TRUE,
B,2,27,2010,TRUE,
B,2,27,2010,TRUE,
B,2,27,2010,TRUE,
B,2,27,2010,TRUE,
B,2,27,2010,TRUE,
B,2,27,2010,TRUE,
B,2,27,2010,TRUE,
B,2,27,2010,TRUE,
B,2,27,2010,TRUE,
B,2,27,2010,TRUE,
B,2,27,2010,TRUE,
B,2,27,2010,TRUE,
B,2,27,2010,TRUE,
R,2,27,2010,TRUE,
R,2,27,2010,TRUE,
R,2,27,2010,TRUE,
R,2,27,2010,TRUE,
B,1,28,2010,TRUE,
B,1,28,2010,TRUE,
B,1,28,2010,TRUE,
B,1,28,2010,TRUE,
B,1,28,2010,TRUE,
B,1,28,2010,TRUE,
B,1,28,2010,TRUE,
R,1,28,2010,TRUE,
R,1,28,2010,TRUE,
R,1,28,2010,TRUE,
R,1,28,2010,TRUE,
R,1,28,2010,TRUE,
B,2,28,2010,TRUE,
B,2,28,2010,TRUE,
B,2,28,2010,TRUE,
B,2,28,2010,TRUE,
B,2,28,2010,TRUE,
B,2,28,2010,TRUE,
B,2,28,2010,TRUE,
B,2,28,2010,TRUE,
B,2,28,2010,TRUE,
B,2,28,2010,TRUE,
B,2,28,2010,TRUE,
B,2,28,2010,TRUE,
B,2,28,2010,TRUE,
B,2,28,2010,TRUE,
B,2,28,2010,TRUE,
B,2,28,2010,TRUE,
B,2,28,2010,TRUE,
B,2,28,2010,TRUE,
B,2,28,2010,TRUE,
B,2,28,2010,TRUE,
B,2,28,2010,TRUE,
B,2,28,2010,TRUE,
B,2,28,2010,TRUE,
B,2,28,2010,TRUE,
B,2,28,2010,TRUE,
B,2,28,2010,TRUE,
B,2,28,2010,TRUE,
B,2,28,2010,TRUE,
B,2,28,2010,TRUE,
B,2,28,2010,TRUE,
B,2,28,2010,TRUE,
B,2,28,2010,TRUE,
R,2,28,2010,TRUE,
R,2,28,2010,TRUE,
R,2,28,2010,TRUE,
R,2,28,2010,TRUE,
R,2,28,2010,TRUE,
R,2,28,2010,TRUE,
B,1,29,2010,TRUE,
B,1,29,2010,TRUE,
B,1,29,2010,TRUE,
B,1,29,2010,TRUE,
R,1,29,2010,TRUE,
R,1,29,2010,TRUE,
R,1,29,2010,TRUE,
R,1,29,2010,TRUE,
R,1,29,2010,TRUE,
B,2,29,2010,TRUE,
B,2,29,2010,TRUE,
B,2,29,2010,TRUE,
B,2,29,2010,TRUE,
B,2,29,2010,TRUE,
B,2,29,2010,TRUE,
B,2,29,2010,TRUE,
B,2,29,2010,TRUE,
B,2,29,2010,TRUE,
B,2,29,2010,TRUE,
B,2,29,2010,TRUE,
B,2,29,2010,TRUE,
B,2,29,2010,TRUE,
B,2,29,2010,TRUE,
B,2,29,2010,TRUE,
B,2,29,2010,TRUE,
B,2,29,2010,TRUE,
B,2,29,2010,TRUE,
B,2,29,2010,TRUE,
B,2,29,2010,TRUE,
B,2,29,2010,TRUE,
B,2,29,2010,TRUE,
B,2,29,2010,TRUE,
B,2,29,2010,TRUE,
B,2,29,2010,TRUE,
B,2,29,2010,TRUE,
B,2,29,2010,TRUE,
R,2,29,2010,TRUE,
R,2,29,2010,TRUE,
R,2,29,2010,TRUE,
R,2,29,2010,TRUE,
R,2,29,2010,TRUE,
R,2,29,2010,TRUE,
R,2,29,2010,TRUE,
R,2,29,2010,TRUE,
R,2,29,2010,TRUE,
R,2,29,2010,TRUE,
B,3,29,2010,TRUE,
B,3,29,2010,TRUE,
B,3,29,2010,TRUE,
B,3,29,2010,TRUE,
B,3,29,2010,TRUE,
B,3,29.5,2010,FALSE,440
R,1,30,2010,TRUE,
B,2,30,2010,TRUE,
B,2,30,2010,TRUE,
B,2,30,2010,TRUE,
B,2,30,2010,TRUE,
B,2,30,2010,TRUE,
B,2,30,2010,TRUE,
B,2,30,2010,TRUE,
B,2,30,2010,TRUE,
B,2,30,2010,TRUE,
B,2,30,2010,TRUE,
B,2,30,2010,TRUE,
B,2,30,2010,TRUE,
B,2,30,2010,TRUE,
B,2,30,2010,TRUE,
B,2,30,2010,TRUE,
B,2,30,2010,TRUE,
B,2,30,2010,TRUE,
B,2,30,2010,TRUE,
B,2,30,2010,TRUE,
B,2,30,2010,TRUE,
B,2,30,2010,TRUE,
B,2,30,2010,TRUE,
B,2,30,2010,TRUE,
B,2,30,2010,TRUE,
B,2,30,2010,TRUE,
R,2,30,2010,TRUE,
R,2,30,2010,TRUE,
R,2,30,2010,TRUE,
R,2,30,2010,TRUE,
R,2,30,2010,TRUE,
R,2,30,2010,TRUE,
R,2,30,2010,TRUE,
R,2,30,2010,TRUE,
R,2,30,2010,TRUE,
R,2,30,2010,TRUE,
R,2,30,2010,TRUE,
R,2,30,2010,TRUE,
R,2,30,2010,TRUE,
R,2,30,2010,TRUE,
R,2,30,2010,TRUE,
R,2,30,2010,TRUE,
B,3,30,2010,TRUE,
B,3,30,2010,TRUE,
B,3,30,2010,TRUE,
B,3,30,2010,TRUE,
B,3,30,2010,TRUE,
B,3,30,2010,TRUE,
B,3,30,2010,TRUE,
B,3,30,2010,TRUE,
B,3,30,2010,TRUE,
R,3,30,2010,TRUE,
B,2,31,2010,TRUE,
B,2,31,2010,TRUE,
B,2,31,2010,TRUE,
B,2,31,2010,TRUE,
B,2,31,2010,TRUE,
B,2,31,2010,TRUE,
B,2,31,2010,TRUE,
B,2,31,2010,TRUE,
B,2,31,2010,TRUE,
B,2,31,2010,TRUE,
B,2,31,2010,TRUE,
B,2,31,2010,TRUE,
B,2,31,2010,TRUE,
B,2,31,2010,TRUE,
B,2,31,2010,TRUE,
B,2,31,2010,TRUE,
B,2,31,2010,TRUE,
B,2,31,2010,TRUE,
B,2,31,2010,TRUE,
B,2,31,2010,TRUE,
B,2,31,2010,TRUE,
B,2,31,2010,TRUE,
B,2,31,2010,TRUE,
B,2,31,2010,TRUE,
B,2,31,2010,TRUE,
B,2,31,2010,TRUE,
B,2,31,2010,TRUE,
B,2,31,2010,TRUE,
B,2,31,2010,TRUE,
B,2,31,2010,TRUE,
B,2,31,2010,TRUE,
B,2,31,2010,TRUE,
B,2,31,2010,TRUE,
B,2,31,2010,TRUE,
B,2,31,2010,TRUE,
R,2,31,2010,TRUE,
R,2,31,2010,TRUE,
R,2,31,2010,TRUE,
R,2,31,2010,TRUE,
R,2,31,2010,TRUE,
R,2,31,2010,TRUE,
R,2,31,2010,TRUE,
R,2,31,2010,TRUE,
R,2,31,2010,TRUE,
R,2,31,2010,TRUE,
R,2,31,2010,TRUE,
R,2,31,2010,TRUE,
R,2,31,2010,TRUE,
R,2,31,2010,TRUE,
R,2,31,2010,TRUE,
R,2,31,2010,TRUE,
R,2,31,2010,TRUE,
R,2,31,2010,TRUE,
R,2,31,2010,TRUE,
B,3,31,2010,TRUE,
B,3,31,2010,TRUE,
B,3,31,2010,TRUE,
B,3,31,2010,TRUE,
B,3,31,2010,TRUE,
B,3,31,2010,TRUE,
B,3,31,2010,TRUE,
B,3,31,2010,TRUE,
B,3,31,2010,TRUE,
B,3,31,2010,TRUE,
B,3,31,2010,TRUE,
B,3,31,2010,TRUE,
B,3,31,2010,TRUE,
B,3,31,2010,TRUE,
B,3,31,2010,TRUE,
B,3,31,2010,TRUE,
B,2,32,2010,TRUE,
B,2,32,2010,TRUE,
B,2,32,2010,TRUE,
B,2,32,2010,TRUE,
B,2,32,2010,TRUE,
B,2,32,2010,TRUE,
B,2,32,2010,TRUE,
B,2,32,2010,TRUE,
B,2,32,2010,TRUE,
B,2,32,2010,TRUE,
B,2,32,2010,TRUE,
B,2,32,2010,TRUE,
B,2,32,2010,TRUE,
B,2,32,2010,TRUE,
B,2,32,2010,TRUE,
B,2,32,2010,TRUE,
B,2,32,2010,TRUE,
B,2,32,2010,TRUE,
B,2,32,2010,TRUE,
B,2,32,2010,TRUE,
B,2,32,2010,TRUE,
B,2,32,2010,TRUE,
B,2,32,2010,TRUE,
B,2,32,2010,TRUE,
B,2,32,2010,TRUE,
R,2,32,2010,TRUE,
R,2,32,2010,TRUE,
R,2,32,2010,TRUE,
R,2,32,2010,TRUE,
R,2,32,2010,TRUE,
R,2,32,2010,TRUE,
R,2,32,2010,TRUE,
R,2,32,2010,TRUE,
R,2,32,2010,TRUE,
R,2,32,2010,TRUE,
R,2,32,2010,TRUE,
R,2,32,2010,TRUE,
B,3,32,2010,TRUE,
B,3,32,2010,TRUE,
B,3,32,2010,TRUE,
B,3,32,2010,TRUE,
B,3,32,2010,TRUE,
B,3,32,2010,TRUE,
B,3,32,2010,TRUE,
B,3,32,2010,TRUE,
B,3,32,2010,TRUE,
B,3,32,2010,TRUE,
B,3,32,2010,TRUE,
B,3,32,2010,TRUE,
R,3,32,2010,TRUE,
B,4,32,2010,TRUE,
B,3,32,2010,FALSE,480
B,4,32,2010,FALSE,580
B,1,33,2010,TRUE,
R,1,33,2010,TRUE,
B,2,33,2010,TRUE,
B,2,33,2010,TRUE,
B,2,33,2010,TRUE,
B,2,33,2010,TRUE,
B,2,33,2010,TRUE,
B,2,33,2010,TRUE,
B,2,33,2010,TRUE,
B,2,33,2010,TRUE,
B,2,33,2010,TRUE,
B,2,33,2010,TRUE,
B,2,33,2010,TRUE,
B,2,33,2010,TRUE,
B,2,33,2010,TRUE,
B,2,33,2010,TRUE,
B,2,33,2010,TRUE,
B,2,33,2010,TRUE,
B,2,33,2010,TRUE,
B,2,33,2010,TRUE,
B,2,33,2010,TRUE,
B,2,33,2010,TRUE,
B,2,33,2010,TRUE,
B,2,33,2010,TRUE,
B,2,33,2010,TRUE,
B,2,33,2010,TRUE,
B,2,33,2010,TRUE,
B,2,33,2010,TRUE,
B,2,33,2010,TRUE,
R,2,33,2010,TRUE,
R,2,33,2010,TRUE,
R,2,33,2010,TRUE,
R,2,33,2010,TRUE,
R,2,33,2010,TRUE,
R,2,33,2010,TRUE,
R,2,33,2010,TRUE,
R,2,33,2010,TRUE,
R,2,33,2010,TRUE,
R,2,33,2010,TRUE,
R,2,33,2010,TRUE,
R,2,33,2010,TRUE,
R,2,33,2010,TRUE,
R,2,33,2010,TRUE,
R,2,33,2010,TRUE,
B,3,33,2010,TRUE,
B,3,33,2010,TRUE,
B,3,33,2010,TRUE,
B,3,33,2010,TRUE,
B,3,33,2010,TRUE,
B,3,33,2010,TRUE,
B,3,33,2010,TRUE,
B,3,33,2010,TRUE,
B,3,33,2010,TRUE,
B,3,33,2010,TRUE,
B,3,33,2010,TRUE,
B,3,33,2010,TRUE,
B,3,33,2010,TRUE,
B,3,33,2010,TRUE,
B,3,33,2010,TRUE,
B,3,33,2010,TRUE,
B,3,33,2010,TRUE,
B,3,33,2010,TRUE,
B,3,33,2010,TRUE,
B,3,33,2010,TRUE,
B,3,33,2010,TRUE,
B,3,33,2010,TRUE,
B,3,33,2010,TRUE,
B,3,33,2010,TRUE,
B,3,33,2010,TRUE,
R,3,33,2010,TRUE,
B,4,33,2010,TRUE,
B,4,33,2010,TRUE,
B,4,33,2010,TRUE,
B,4,33,2010,TRUE,
B,4,33,2010,FALSE,540
B,4,33,2010,FALSE,500
B,2,34,2010,TRUE,
B,2,34,2010,TRUE,
B,2,34,2010,TRUE,
B,2,34,2010,TRUE,
B,2,34,2010,TRUE,
B,2,34,2010,TRUE,
B,2,34,2010,TRUE,
B,2,34,2010,TRUE,
B,2,34,2010,TRUE,
B,2,34,2010,TRUE,
B,2,34,2010,TRUE,
B,2,34,2010,TRUE,
B,2,34,2010,TRUE,
B,2,34,2010,TRUE,
B,2,34,2010,TRUE,
B,2,34,2010,TRUE,
B,2,34,2010,TRUE,
B,2,34,2010,TRUE,
B,2,34,2010,TRUE,
B,2,34,2010,TRUE,
B,2,34,2010,TRUE,
B,2,34,2010,TRUE,
B,2,34,2010,TRUE,
R,2,34,2010,TRUE,
R,2,34,2010,TRUE,
R,2,34,2010,TRUE,
R,2,34,2010,TRUE,
R,2,34,2010,TRUE,
R,2,34,2010,TRUE,
R,2,34,2010,TRUE,
R,2,34,2010,TRUE,
R,2,34,2010,TRUE,
R,2,34,2010,TRUE,
R,2,34,2010,TRUE,
R,2,34,2010,TRUE,
R,2,34,2010,TRUE,
R,2,34,2010,TRUE,
B,3,34,2010,TRUE,
B,3,34,2010,TRUE,
B,3,34,2010,TRUE,
B,3,34,2010,TRUE,
B,3,34,2010,TRUE,
B,3,34,2010,TRUE,
B,3,34,2010,TRUE,
B,3,34,2010,TRUE,
B,3,34,2010,TRUE,
B,3,34,2010,TRUE,
B,3,34,2010,TRUE,
B,3,34,2010,TRUE,
B,3,34,2010,TRUE,
B,3,34,2010,TRUE,
B,3,34,2010,TRUE,
B,3,34,2010,TRUE,
B,3,34,2010,TRUE,
B,3,34,2010,TRUE,
B,3,34,2010,TRUE,
B,3,34,2010,TRUE,
B,3,34,2010,TRUE,
B,3,34,2010,TRUE,
B,3,34,2010,TRUE,
R,3,34,2010,TRUE,
R,3,34,2010,TRUE,
R,3,34,2010,TRUE,
R,3,34,2010,TRUE,
R,3,34,2010,TRUE,
R,3,34,2010,TRUE,
B,4,34,2010,TRUE,
B,4,34,2010,TRUE,
B,4,34,2010,TRUE,
B,4,34,2010,TRUE,
B,3,34,2010,FALSE,600
B,3,34,2010,FALSE,580
B,3,34,2010,FALSE,600
B,4,34,2010,FALSE,620
B,4,34,2010,FALSE,520
B,3,34,2010,FALSE,440
B,4,34.5,2010,FALSE,640
B,4,34.5,2010,FALSE,680
B,2,35,2010,TRUE,
B,2,35,2010,TRUE,
B,2,35,2010,TRUE,
B,2,35,2010,TRUE,
B,2,35,2010,TRUE,
B,2,35,2010,TRUE,
B,2,35,2010,TRUE,
B,2,35,2010,TRUE,
B,2,35,2010,TRUE,
B,2,35,2010,TRUE,
B,2,35,2010,TRUE,
B,2,35,2010,TRUE,
B,2,35,2010,TRUE,
B,2,35,2010,TRUE,
B,2,35,2010,TRUE,
B,2,35,2010,TRUE,
B,2,35,2010,TRUE,
B,2,35,2010,TRUE,
B,2,35,2010,TRUE,
B,2,35,2010,TRUE,
B,2,35,2010,TRUE,
